-0.260000	-0.050000	 0.000000  0.004334	 0.000130	 0.000113	-23.698757	 24.598912	 42.585455	 66.466579	 0.039076	 0.000000	-3.519035  0.004334	 0.000130	 0.000113	-45.047450	 22.999999	 80.000000	 68.143456	-88.536213	-20.616659	 12.459738 -0.000015	-0.000004	 0.000004	 0.000000	-0.000127	 0.500000
-0.260000	-0.050000	 0.003684  0.004885	-0.000146	-0.000129	-23.259446	 24.638652	 41.655534	 67.657023	 0.034638	 0.000000	-4.071077  0.004883	 0.000146	 0.000129	-45.534605	 22.999999	 80.000000	 68.448231	 17.810846	-1.065506	 2.231641 -39.984875	-0.028386	 8.432649	-12.000000	-0.018592	 12.669806
-0.260000	-0.050000	 0.007368  0.004882	 0.000147	 0.000130	-22.872173	 24.675173	 40.800929	 68.774636	-0.368993	 0.000000	-4.588852  0.004882	 0.000146	 0.000130	-46.028244	 22.999999	 80.000000	 68.751632	 84.526128	-7.291015	-11.755502 -39.986320	-0.025980	 8.428960	-12.000000	-0.079345	 12.773664
-0.260000	-0.050000	 0.011053  0.004875	 0.000147	-0.000129	-22.531288	 24.709592	 39.995543	 69.869510	-0.414720	 0.000000	-5.126667  0.004875	 0.000147	-0.000129	-46.528059	 22.999999	 80.000000	 69.053721	 68.965265	-4.378177	-9.350806 -39.711591	-0.487474	 12.694873	-12.000000	 4.495467	 12.839361
-0.260000	-0.050000	 0.014737  0.004883	-0.000146	-0.000130	-22.233169	 24.741724	 39.243646	 70.924597	-0.590581	 0.000000	-5.623275  0.004882	 0.000147	 0.000130	-47.034608	 22.999999	 80.000000	 69.355253	-19.360759	-5.030703	 10.104403 -40.000349	 0.012374	 8.512688	-12.000000	-0.115732	 13.018872
-0.260000	-0.050000	 0.018421  0.004881	-0.000147	-0.000129	-21.978626	 24.772292	 38.528359	 71.948201	-0.415045	 0.000000	-6.172146  0.004881	-0.000146	-0.000129	-47.547620	 22.999999	 80.000000	 69.654859	 38.604074	-0.972498	-2.901059 -39.998923	 0.010207	 8.534393	-12.000000	-0.161208	 13.144361
-0.260000	-0.050000	 0.022105  0.004881	 0.000146	 0.000130	-21.762487	 24.800794	 37.861413	 72.929674	-0.507993	 0.000000	-6.664858  0.004881	-0.000147	 0.000130	-48.067178	 22.999999	 80.000000	 69.953087	-86.773318	-20.248440	 13.016125 -39.996051	 0.010861	 8.552035	-12.000000	-0.210723	 13.272575
-0.260000	-0.050000	 0.025789  0.004864	 0.000146	 0.000129	-21.582814	 24.827814	 37.229149	 73.888624	-0.535474	 0.000000	-7.130447  0.004864	-0.000146	-0.000129	-48.593386	 23.000000	 80.000000	 70.250724	-14.709535	-4.066291	 9.322243 -39.805070	-0.148265	-32.791208	-12.000000	-50.000000	 18.016213
-0.260000	-0.050000	 0.029474  0.004801	 0.000154	-0.000127	-21.438822	 24.853222	 36.634589	 74.814978	-0.653649	 0.000000	-7.563129  0.004803	 0.000152	 0.000127	-49.126532	 22.999999	 80.000000	 70.543348	 16.605125	-0.713445	 2.386090 -34.271653	-14.378983	 11.159027	-12.000000	 0.147468	 13.299759
-0.260000	-0.050000	 0.033158  0.004906	 0.000146	-0.000130	-21.329671	 24.876851	 36.081682	 75.696625	-1.014104	 0.000000	-7.965098  0.004897	 0.000147	 0.000129	-49.666556	 22.999999	 80.000000	 70.834161	 89.152652	-8.289787	-12.761196 -40.012326	 0.299835	 13.829683	-12.000000	 5.498618	 13.600184
-0.260000	-0.050000	 0.036842  0.004881	 0.000146	-0.000130	-21.252492	 24.900579	 35.526432	 76.592575	-0.637639	 0.000000	-8.406903  0.004881	 0.000146	 0.000129	-50.212803	 22.999999	 80.000000	 71.123973	-86.831437	-20.261461	 13.252239 -40.000002	-0.006298	 8.902381	-12.000000	-0.120215	 13.829492
