leftArm	 a 	 d 	 alpha 	 offset
headTaxel8_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_11 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_0 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_1 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_2 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_4 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_5 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_7 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_8 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_9 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_11 0.00000000 0.00000000 0.00000000 0.00000000

leftArmSkin	 a 	 d 	 alpha 	 offset
leftPlastic 0.00000000 0.00000000 0.00000000 0.00000000
leftUpperPatch 0.00000000 0.00000000 0.00000000 0.00000000
leftLowerPatch 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle7 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle8 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle9 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle10 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle11 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle14 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle15 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle0 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle13 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle12 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle1 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle2 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle3 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle4 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle5 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle6 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle19 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle22 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle23 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle25 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle26 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle20 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle21 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle31 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_2 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_11 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_0 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_1 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_2 0.00000000 0.00000000 0.00000000 0.00000000
