0,0.030169,-0.0041262,-0.036187,233,0.057093,-0.0062837,-0.037935,0.046776,-0.0012654,-0.037964,2,0.043605,-0.018818,0.086631,211,0.049182,-0.035947,0.062506,0.051904,-0.019271,0.074284,3,1.5478,0.44328,0.17483,-0.72707,-0.83454,-0.3175,0.31416,1.0308,0.99101,1.2532,0.013764,0.19631
0,0.037417,-0.0087201,-0.037864,269,NaN,NaN,NaN,0.057093,-0.0062837,-0.037935,NaN,0.044883,-0.02403,0.082903,212,NaN,NaN,NaN,0.049182,-0.035947,0.062506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.053826,-0.0095627,-0.037056,303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046159,-0.029242,0.079177,213,NaN,NaN,NaN,0.054438,-0.020496,0.071666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.060361,-0.0095634,-0.037056,304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04587,-0.041363,0.06199,244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.063628,-0.0040984,-0.03852,305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0466,-0.036541,0.066337,245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.057092,-0.0040978,-0.03852,307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.050125,-0.03654,0.060834,247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.050558,-0.0040963,-0.038521,308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.054438,-0.020496,0.071666,336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.044025,-0.0040971,-0.038521,309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05143,-0.025984,0.073548,337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.047291,-0.0095621,-0.037056,311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.050684,-0.020497,0.077015,338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.044026,0.0040956,-0.038521,313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.053692,-0.015009,0.075132,339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.050559,0.0040956,-0.038521,314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.049938,-0.01501,0.080482,340,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.057093,0.0040956,-0.038521,316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.049192,-0.0095231,0.083949,341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
