leftArm	 a 	 d 	 alpha 	 offset
leftShoulderPitch 0.00000000 0.10000000 -1.57079633 0.00000000
leftShoulderRoll 0.00000000 0.09800000 1.57079633 0.00000000
leftElbowYaw 0.00000000 0.00000000 1.57079633 1.57079633
leftElbowRoll 0.01500000 0.10500000 -1.57079633 0.00000000
leftWristYaw 0.00000000 0.00000000 1.57079633 0.00000000
leftEE 0.00000000 0.11370000 -1.57079633 3.14159265

rightArm	 a 	 d 	 alpha 	 offset
rightShoulderPitch 0.00000000 0.10000000 -1.57079633 0.00000000
rightShoulderRoll 0.00000000 -0.09800000 1.57079633 0.00000000
rightElbowYaw 0.00000000 0.00000000 1.57079633 1.57079633
rightElbowRoll -0.01500000 0.10500000 -1.57079633 0.00000000
rightWristYaw 0.00000000 0.00000000 1.57079633 0.00000000
rightEE 0.00000000 0.11370000 -1.57079633 3.14159265

head	 a 	 d 	 alpha 	 offset
headYaw 0.00000000 0.12650000 0.00000000 0.00000000
headPitch 0.00000000 0.00000000 -1.57079633 0.00000000
headEE 0.00000000 0.00000000 0.00000000 0.00000000

torsoSkin	 x(a) 	 y(d) 	 z(alfa) 	 alfa(offset) 	 beta(-) 	 gama(-)
torsoTaxel27_0 -0.00307579 -0.00576365 0.00000005 0.00000000 0.00000000 0.00000000
torsoTaxel27_1 -0.00461390 -0.00864587 0.00566007 0.00000000 0.00000000 0.00000000
torsoTaxel27_2 -0.00153811 -0.00288223 0.00566002 0.00000000 0.00000000 0.00000000
torsoTaxel27_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel27_4 0.00153815 0.00288230 0.00565998 0.00000000 0.00000000 0.00000000
torsoTaxel27_5 0.00461394 0.00864595 0.00565993 0.00000000 0.00000000 0.00000000
torsoTaxel27_7 0.00307579 0.00576365 -0.00000005 0.00000000 0.00000000 0.00000000
torsoTaxel27_8 0.00153811 0.00288223 -0.00566002 0.00000000 0.00000000 0.00000000
torsoTaxel27_9 -0.00000004 -0.00000007 -0.01131700 0.00000000 0.00000000 0.00000000
torsoTaxel27_11 -0.00153815 -0.00288230 -0.00565998 0.00000000 0.00000000 0.00000000
torsoTaxel28_0 0.00160749 0.00633215 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel28_1 0.00241136 0.00949870 -0.00566000 0.00000000 0.00000000 0.00000000
torsoTaxel28_2 0.00080387 0.00316656 -0.00566000 0.00000000 0.00000000 0.00000000
torsoTaxel28_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel28_4 -0.00080387 -0.00316656 -0.00566000 0.00000000 0.00000000 0.00000000
torsoTaxel28_5 -0.00241136 -0.00949870 -0.00566000 0.00000000 0.00000000 0.00000000
torsoTaxel28_7 -0.00160749 -0.00633215 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel28_8 -0.00080387 -0.00316656 0.00566000 0.00000000 0.00000000 0.00000000
torsoTaxel28_9 0.00000000 0.00000000 0.01131700 0.00000000 0.00000000 0.00000000
torsoTaxel28_11 0.00080387 0.00316656 0.00566000 0.00000000 0.00000000 0.00000000
torsoTaxel29_0 0.00028845 0.00325375 -0.00565774 0.00000000 0.00000000 0.00000000
torsoTaxel29_1 -0.00000015 -0.00000167 -0.01131705 0.00000000 0.00000000 0.00000000
torsoTaxel29_2 -0.00028860 -0.00325542 -0.00565931 0.00000000 0.00000000 0.00000000
torsoTaxel29_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel29_4 -0.00057710 -0.00650967 -0.00000071 0.00000000 0.00000000 0.00000000
torsoTaxel29_5 -0.00086555 -0.00976343 0.00565702 0.00000000 0.00000000 0.00000000
torsoTaxel29_7 -0.00028845 -0.00325375 0.00565774 0.00000000 0.00000000 0.00000000
torsoTaxel29_8 0.00028860 0.00325542 0.00565931 0.00000000 0.00000000 0.00000000
torsoTaxel29_9 0.00086547 0.00976251 0.00565852 0.00000000 0.00000000 0.00000000
torsoTaxel29_11 0.00057710 0.00650967 0.00000071 0.00000000 0.00000000 0.00000000
torsoTaxel30_0 -0.00254470 -0.00204801 0.00565776 0.00000000 0.00000000 0.00000000
torsoTaxel30_1 0.00000137 0.00000110 0.01131705 0.00000000 0.00000000 0.00000000
torsoTaxel30_2 0.00254607 0.00204911 0.00565929 0.00000000 0.00000000 0.00000000
torsoTaxel30_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel30_4 0.00509116 0.00409744 0.00000066 0.00000000 0.00000000 0.00000000
torsoTaxel30_5 0.00763585 0.00614545 -0.00565710 0.00000000 0.00000000 0.00000000
torsoTaxel30_7 0.00254470 0.00204801 -0.00565776 0.00000000 0.00000000 0.00000000
torsoTaxel30_8 -0.00254607 -0.00204911 -0.00565929 0.00000000 0.00000000 0.00000000
torsoTaxel30_9 -0.00763520 -0.00614493 -0.00565845 0.00000000 0.00000000 0.00000000
torsoTaxel30_11 -0.00509116 -0.00409744 -0.00000066 0.00000000 0.00000000 0.00000000
torsoTaxel31_0 -0.00539084 -0.00369038 0.00000005 0.00000000 0.00000000 0.00000000
torsoTaxel31_1 -0.00808664 -0.00553583 0.00566007 0.00000000 0.00000000 0.00000000
torsoTaxel31_2 -0.00269580 -0.00184545 0.00566002 0.00000000 0.00000000 0.00000000
torsoTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
torsoTaxel31_4 0.00269587 0.00184550 0.00565998 0.00000000 0.00000000 0.00000000
torsoTaxel31_5 0.00808671 0.00553588 0.00565993 0.00000000 0.00000000 0.00000000
torsoTaxel31_7 0.00539084 0.00369038 -0.00000005 0.00000000 0.00000000 0.00000000
torsoTaxel31_8 0.00269580 0.00184545 -0.00566002 0.00000000 0.00000000 0.00000000
torsoTaxel31_9 -0.00000007 -0.00000005 -0.01131700 0.00000000 0.00000000 0.00000000
torsoTaxel31_11 -0.00269587 -0.00184550 -0.00565998 0.00000000 0.00000000 0.00000000

leftArmSkin	 x(a) 	 y(d) 	 z(alfa) 	 alfa(offset) 	 beta(-) 	 gama(-)
leftPlastic 0.02028709 -0.00516241 3.01711489 -1.69414506 NaN   NaN  
leftUpperPatch 0.06788165 -0.02955428 0.02583275 0.00000000 0.00000000 0.00000000
leftLowerPatch 0.05382586 0.00956273 -0.03705597 0.00000000 0.00000000 0.00000000
leftTriangle0 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle1 0.01928610 -0.00021713 0.00177418 0.00000000 0.00000000 0.00000000
leftTriangle2 0.02815474 0.01332341 0.01205895 0.00000000 0.00000000 0.00000000
leftTriangle3 0.01832928 0.02955428 0.01470181 0.00000000 0.00000000 0.00000000
leftTriangle4 0.02815474 0.04578515 0.01205895 0.00000000 0.00000000 0.00000000
leftTriangle5 0.01928610 0.05932568 0.00177418 0.00000000 0.00000000 0.00000000
leftTriangle6 0.00000000 0.05910855 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle7 -0.01040985 0.04572030 0.00913622 0.00000000 0.00000000 0.00000000
leftTriangle8 -0.02971754 0.04568266 0.00766114 0.00000000 0.00000000 0.00000000
leftTriangle9 -0.03964695 0.02955428 0.01064771 0.00000000 0.00000000 0.00000000
leftTriangle10 -0.02971754 0.01342589 0.00766114 0.00000000 0.00000000 0.00000000
leftTriangle11 -0.03858133 0.00057130 -0.00355600 0.00000000 0.00000000 0.00000000
leftTriangle12 -0.01040985 0.01338825 0.00913622 0.00000000 0.00000000 0.00000000
leftTriangle13 -0.00099224 0.02955428 0.01335071 0.00000000 0.00000000 0.00000000
leftTriangle14 -0.02762078 -0.00684323 -0.01757989 0.00000000 0.00000000 0.00000000
leftTriangle15 -0.00838631 -0.00771142 -0.01551966 0.00000000 0.00000000 0.00000000
leftTriangle19 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle20 0.00000000 -0.01912546 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle21 -0.01641087 -0.02806938 0.00487558 0.00000000 0.00000000 0.00000000
leftTriangle22 -0.01641087 0.00894392 0.00487558 0.00000000 0.00000000 0.00000000
leftTriangle23 -0.01535672 0.02256257 0.01830719 0.00000000 0.00000000 0.00000000
leftTriangle25 -0.03345866 0.00000307 0.00242242 0.00000000 0.00000000 0.00000000
leftTriangle26 -0.03345866 -0.01912853 0.00242242 0.00000000 0.00000000 0.00000000
leftTriangle31 -0.01535672 -0.04168803 0.01830719 0.00000000 0.00000000 0.00000000
leftTaxel0_0 0.00565930 -0.00214560 -0.00246527 0.00000000 0.00000000 0.00000000
leftTaxel0_1 0.00565850 -0.00643431 -0.00739293 0.00000000 0.00000000 0.00000000
leftTaxel0_2 0.00000070 -0.00429042 -0.00492963 0.00000000 0.00000000 0.00000000
leftTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_4 -0.00565774 -0.00214448 -0.00246398 0.00000000 0.00000000 0.00000000
leftTaxel0_5 -0.01131705 0.00000112 0.00000129 0.00000000 0.00000000 0.00000000
leftTaxel0_7 -0.00565930 0.00214560 0.00246527 0.00000000 0.00000000 0.00000000
leftTaxel0_8 -0.00000070 0.00429042 0.00492963 0.00000000 0.00000000 0.00000000
leftTaxel0_9 0.00565705 0.00643490 0.00739361 0.00000000 0.00000000 0.00000000
leftTaxel0_11 0.00565774 0.00214448 0.00246398 0.00000000 0.00000000 0.00000000
leftTaxel1_0 0.00566001 0.00221597 0.00240055 0.00000000 0.00000000 0.00000000
leftTaxel1_1 0.01131700 -0.00000002 -0.00000002 0.00000000 0.00000000 0.00000000
leftTaxel1_2 0.00565999 -0.00221599 -0.00240057 0.00000000 0.00000000 0.00000000
leftTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_4 -0.00000002 -0.00443129 -0.00480039 0.00000000 0.00000000 0.00000000
leftTaxel1_5 -0.00566002 -0.00664726 -0.00720095 0.00000000 0.00000000 0.00000000
leftTaxel1_7 -0.00566001 -0.00221597 -0.00240055 0.00000000 0.00000000 0.00000000
leftTaxel1_8 -0.00565999 0.00221599 0.00240057 0.00000000 0.00000000 0.00000000
leftTaxel1_9 -0.00565998 0.00664728 0.00720097 0.00000000 0.00000000 0.00000000
leftTaxel1_11 0.00000002 0.00443129 0.00480039 0.00000000 0.00000000 0.00000000
leftTaxel2_0 0.00565929 -0.00299690 -0.00130381 0.00000000 0.00000000 0.00000000
leftTaxel2_1 0.00565845 -0.00898717 -0.00390988 0.00000000 0.00000000 0.00000000
leftTaxel2_2 0.00000066 -0.00599265 -0.00260711 0.00000000 0.00000000 0.00000000
leftTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_4 -0.00565776 -0.00299529 -0.00130310 0.00000000 0.00000000 0.00000000
leftTaxel2_5 -0.01131705 0.00000161 0.00000070 0.00000000 0.00000000 0.00000000
leftTaxel2_7 -0.00565929 0.00299690 0.00130381 0.00000000 0.00000000 0.00000000
leftTaxel2_8 -0.00000066 0.00599265 0.00260711 0.00000000 0.00000000 0.00000000
leftTaxel2_9 0.00565710 0.00898794 0.00391022 0.00000000 0.00000000 0.00000000
leftTaxel2_11 0.00565776 0.00299529 0.00130310 0.00000000 0.00000000 0.00000000
leftTaxel3_0 0.00566001 0.00325903 -0.00022789 0.00000000 0.00000000 0.00000000
leftTaxel3_1 0.01131700 -0.00000003 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_2 0.00565999 -0.00325906 0.00022790 0.00000000 0.00000000 0.00000000
leftTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_4 -0.00000002 -0.00651709 0.00045572 0.00000000 0.00000000 0.00000000
leftTaxel3_5 -0.00566002 -0.00977611 0.00068361 0.00000000 0.00000000 0.00000000
leftTaxel3_7 -0.00566001 -0.00325903 0.00022789 0.00000000 0.00000000 0.00000000
leftTaxel3_8 -0.00565999 0.00325906 -0.00022790 0.00000000 0.00000000 0.00000000
leftTaxel3_9 -0.00565998 0.00977614 -0.00068361 0.00000000 0.00000000 0.00000000
leftTaxel3_11 0.00000002 0.00651709 -0.00045572 0.00000000 0.00000000 0.00000000
leftTaxel4_0 0.00000073 0.00599265 -0.00260711 0.00000000 0.00000000 0.00000000
leftTaxel4_1 0.00565855 0.00898712 -0.00390986 0.00000000 0.00000000 0.00000000
leftTaxel4_2 0.00565932 0.00299685 -0.00130378 0.00000000 0.00000000 0.00000000
leftTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_4 0.00565773 -0.00299534 0.00130313 0.00000000 0.00000000 0.00000000
leftTaxel4_5 0.00565700 -0.00898799 0.00391024 0.00000000 0.00000000 0.00000000
leftTaxel4_7 -0.00000073 -0.00599265 0.00260711 0.00000000 0.00000000 0.00000000
leftTaxel4_8 -0.00565932 -0.00299685 0.00130378 0.00000000 0.00000000 0.00000000
leftTaxel4_9 -0.01131705 -0.00000151 0.00000066 0.00000000 0.00000000 0.00000000
leftTaxel4_11 -0.00565773 0.00299534 -0.00130313 0.00000000 0.00000000 0.00000000
leftTaxel5_0 0.00565998 0.00221601 -0.00240060 0.00000000 0.00000000 0.00000000
leftTaxel5_1 0.01131700 0.00000006 -0.00000006 0.00000000 0.00000000 0.00000000
leftTaxel5_2 0.00566002 -0.00221595 0.00240053 0.00000000 0.00000000 0.00000000
leftTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_4 0.00000005 -0.00443129 0.00480039 0.00000000 0.00000000 0.00000000
leftTaxel5_5 -0.00565993 -0.00664730 0.00720099 0.00000000 0.00000000 0.00000000
leftTaxel5_7 -0.00565998 -0.00221601 0.00240060 0.00000000 0.00000000 0.00000000
leftTaxel5_8 -0.00566002 0.00221595 -0.00240053 0.00000000 0.00000000 0.00000000
leftTaxel5_9 -0.00566007 0.00664724 -0.00720093 0.00000000 0.00000000 0.00000000
leftTaxel5_11 -0.00000005 0.00443129 -0.00480039 0.00000000 0.00000000 0.00000000
leftTaxel6_0 0.00000066 0.00429042 -0.00492963 0.00000000 0.00000000 0.00000000
leftTaxel6_1 0.00565845 0.00643433 -0.00739296 0.00000000 0.00000000 0.00000000
leftTaxel6_2 0.00565929 0.00214562 -0.00246529 0.00000000 0.00000000 0.00000000
leftTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_4 0.00565776 -0.00214447 0.00246396 0.00000000 0.00000000 0.00000000
leftTaxel6_5 0.00565710 -0.00643488 0.00739359 0.00000000 0.00000000 0.00000000
leftTaxel6_7 -0.00000066 -0.00429042 0.00492963 0.00000000 0.00000000 0.00000000
leftTaxel6_8 -0.00565929 -0.00214562 0.00246529 0.00000000 0.00000000 0.00000000
leftTaxel6_9 -0.01131705 -0.00000115 0.00000133 0.00000000 0.00000000 0.00000000
leftTaxel6_11 -0.00565776 0.00214447 -0.00246396 0.00000000 0.00000000 0.00000000
leftTaxel7_0 -0.00565933 0.00295928 -0.00138693 0.00000000 0.00000000 0.00000000
leftTaxel7_1 -0.00565857 0.00887446 -0.00415920 0.00000000 0.00000000 0.00000000
leftTaxel7_2 -0.00000074 0.00591754 -0.00277338 0.00000000 0.00000000 0.00000000
leftTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_4 0.00565772 0.00295781 -0.00138624 0.00000000 0.00000000 0.00000000
leftTaxel7_5 0.01131705 -0.00000147 0.00000069 0.00000000 0.00000000 0.00000000
leftTaxel7_7 0.00565933 -0.00295928 0.00138693 0.00000000 0.00000000 0.00000000
leftTaxel7_8 0.00000074 -0.00591754 0.00277338 0.00000000 0.00000000 0.00000000
leftTaxel7_9 -0.00565698 -0.00887535 0.00415962 0.00000000 0.00000000 0.00000000
leftTaxel7_11 -0.00565772 -0.00295781 0.00138624 0.00000000 0.00000000 0.00000000
leftTaxel8_0 0.00000066 0.00587377 -0.00286491 0.00000000 0.00000000 0.00000000
leftTaxel8_1 0.00565845 0.00880889 -0.00429650 0.00000000 0.00000000 0.00000000
leftTaxel8_2 0.00565929 0.00293745 -0.00143273 0.00000000 0.00000000 0.00000000
leftTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_4 0.00565776 -0.00293587 0.00143196 0.00000000 0.00000000 0.00000000
leftTaxel8_5 0.00565710 -0.00880964 0.00429687 0.00000000 0.00000000 0.00000000
leftTaxel8_7 -0.00000066 -0.00587377 0.00286491 0.00000000 0.00000000 0.00000000
leftTaxel8_8 -0.00565929 -0.00293745 0.00143273 0.00000000 0.00000000 0.00000000
leftTaxel8_9 -0.01131705 -0.00000158 0.00000077 0.00000000 0.00000000 0.00000000
leftTaxel8_11 -0.00565776 0.00293587 -0.00143196 0.00000000 0.00000000 0.00000000
leftTaxel9_0 -0.00565931 0.00326023 -0.00022798 0.00000000 0.00000000 0.00000000
leftTaxel9_1 -0.00565852 0.00977692 -0.00068367 0.00000000 0.00000000 0.00000000
leftTaxel9_2 -0.00000071 0.00651928 -0.00045587 0.00000000 0.00000000 0.00000000
leftTaxel9_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_4 0.00565774 0.00325856 -0.00022786 0.00000000 0.00000000 0.00000000
leftTaxel9_5 0.01131705 -0.00000167 0.00000012 0.00000000 0.00000000 0.00000000
leftTaxel9_7 0.00565931 -0.00326023 0.00022798 0.00000000 0.00000000 0.00000000
leftTaxel9_8 0.00000071 -0.00651928 0.00045587 0.00000000 0.00000000 0.00000000
leftTaxel9_9 -0.00565702 -0.00977784 0.00068373 0.00000000 0.00000000 0.00000000
leftTaxel9_11 -0.00565774 -0.00325856 0.00022786 0.00000000 0.00000000 0.00000000
leftTaxel10_0 -0.00566000 -0.00293634 -0.00143219 0.00000000 0.00000000 0.00000000
leftTaxel10_1 -0.01131700 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_2 -0.00566000 0.00293634 0.00143219 0.00000000 0.00000000 0.00000000
leftTaxel10_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_4 0.00000000 0.00587179 0.00286394 0.00000000 0.00000000 0.00000000
leftTaxel10_5 0.00566000 0.00880813 0.00429614 0.00000000 0.00000000 0.00000000
leftTaxel10_7 0.00566000 0.00293634 0.00143219 0.00000000 0.00000000 0.00000000
leftTaxel10_8 0.00566000 -0.00293634 -0.00143219 0.00000000 0.00000000 0.00000000
leftTaxel10_9 0.00566000 -0.00880813 -0.00429614 0.00000000 0.00000000 0.00000000
leftTaxel10_11 0.00000000 -0.00587179 -0.00286394 0.00000000 0.00000000 0.00000000
leftTaxel11_0 -0.00000068 -0.00397288 -0.00518894 0.00000000 0.00000000 0.00000000
leftTaxel11_1 -0.00565848 -0.00595811 -0.00778184 0.00000000 0.00000000 0.00000000
leftTaxel11_2 -0.00565930 -0.00198681 -0.00259496 0.00000000 0.00000000 0.00000000
leftTaxel11_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_4 -0.00565775 0.00198576 0.00259359 0.00000000 0.00000000 0.00000000
leftTaxel11_5 -0.00565707 0.00595864 0.00778253 0.00000000 0.00000000 0.00000000
leftTaxel11_7 0.00000068 0.00397288 0.00518894 0.00000000 0.00000000 0.00000000
leftTaxel11_8 0.00565930 0.00198681 0.00259496 0.00000000 0.00000000 0.00000000
leftTaxel11_9 0.01131705 0.00000105 0.00000137 0.00000000 0.00000000 0.00000000
leftTaxel11_11 0.00565775 -0.00198576 -0.00259359 0.00000000 0.00000000 0.00000000
leftTaxel12_0 0.00566001 0.00295821 0.00138643 0.00000000 0.00000000 0.00000000
leftTaxel12_1 0.01131700 -0.00000003 -0.00000001 0.00000000 0.00000000 0.00000000
leftTaxel12_2 0.00565999 -0.00295824 -0.00138644 0.00000000 0.00000000 0.00000000
leftTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_4 -0.00000002 -0.00591554 -0.00277244 0.00000000 0.00000000 0.00000000
leftTaxel12_5 -0.00566002 -0.00887375 -0.00415887 0.00000000 0.00000000 0.00000000
leftTaxel12_7 -0.00566001 -0.00295821 -0.00138643 0.00000000 0.00000000 0.00000000
leftTaxel12_8 -0.00565999 0.00295824 0.00138644 0.00000000 0.00000000 0.00000000
leftTaxel12_9 -0.00565998 0.00887378 0.00415888 0.00000000 0.00000000 0.00000000
leftTaxel12_11 0.00000002 0.00591554 0.00277244 0.00000000 0.00000000 0.00000000
leftTaxel13_0 0.00565930 -0.00326024 0.00022798 0.00000000 0.00000000 0.00000000
leftTaxel13_1 0.00565850 -0.00977694 0.00068367 0.00000000 0.00000000 0.00000000
leftTaxel13_2 0.00000070 -0.00651928 0.00045587 0.00000000 0.00000000 0.00000000
leftTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_4 -0.00565774 -0.00325854 0.00022786 0.00000000 0.00000000 0.00000000
leftTaxel13_5 -0.01131705 0.00000170 -0.00000012 0.00000000 0.00000000 0.00000000
leftTaxel13_7 -0.00565930 0.00326024 -0.00022798 0.00000000 0.00000000 0.00000000
leftTaxel13_8 -0.00000070 0.00651928 -0.00045587 0.00000000 0.00000000 0.00000000
leftTaxel13_9 0.00565705 0.00977783 -0.00068373 0.00000000 0.00000000 0.00000000
leftTaxel13_11 0.00565774 0.00325854 -0.00022786 0.00000000 0.00000000 0.00000000
leftTaxel14_0 -0.00566000 -0.00072067 -0.00318652 0.00000000 0.00000000 0.00000000
leftTaxel14_1 -0.01131700 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_2 -0.00566000 0.00072067 0.00318652 0.00000000 0.00000000 0.00000000
leftTaxel14_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_4 0.00000000 0.00144112 0.00637207 0.00000000 0.00000000 0.00000000
leftTaxel14_5 0.00566000 0.00216179 0.00955859 0.00000000 0.00000000 0.00000000
leftTaxel14_7 0.00566000 0.00072067 0.00318652 0.00000000 0.00000000 0.00000000
leftTaxel14_8 0.00566000 -0.00072067 -0.00318652 0.00000000 0.00000000 0.00000000
leftTaxel14_9 0.00566000 -0.00216179 -0.00955859 0.00000000 0.00000000 0.00000000
leftTaxel14_11 0.00000000 -0.00144112 -0.00637207 0.00000000 0.00000000 0.00000000
leftTaxel15_0 -0.00000071 -0.00173882 -0.00629963 0.00000000 0.00000000 0.00000000
leftTaxel15_1 -0.00565852 -0.00260770 -0.00944751 0.00000000 0.00000000 0.00000000
leftTaxel15_2 -0.00565931 -0.00086957 -0.00315038 0.00000000 0.00000000 0.00000000
leftTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_4 -0.00565774 0.00086912 0.00314877 0.00000000 0.00000000 0.00000000
leftTaxel15_5 -0.00565702 0.00260794 0.00944840 0.00000000 0.00000000 0.00000000
leftTaxel15_7 0.00000071 0.00173882 0.00629963 0.00000000 0.00000000 0.00000000
leftTaxel15_8 0.00565931 0.00086957 0.00315038 0.00000000 0.00000000 0.00000000
leftTaxel15_9 0.01131705 0.00000045 0.00000162 0.00000000 0.00000000 0.00000000
leftTaxel15_11 0.00565774 -0.00086912 -0.00314877 0.00000000 0.00000000 0.00000000
leftTaxel19_0 0.00326701 0.00546710 0.00146505 0.00000000 0.00000000 0.00000000
leftTaxel19_1 0.00000003 0.01093131 0.00292933 0.00000000 0.00000000 0.00000000
leftTaxel19_2 -0.00326699 0.00546711 0.00146506 0.00000000 0.00000000 0.00000000
leftTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_4 -0.00653300 0.00000002 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_5 -0.00980001 -0.00546708 -0.00146505 0.00000000 0.00000000 0.00000000
leftTaxel19_7 -0.00326701 -0.00546710 -0.00146505 0.00000000 0.00000000 0.00000000
leftTaxel19_8 0.00326699 -0.00546711 -0.00146506 0.00000000 0.00000000 0.00000000
leftTaxel19_9 0.00979999 -0.00546713 -0.00146506 0.00000000 0.00000000 0.00000000
leftTaxel19_11 0.00653300 -0.00000002 -0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_0 0.00653520 0.00000064 -0.00000017 0.00000000 0.00000000 0.00000000
leftTaxel20_1 0.00980084 0.00546561 -0.00146465 0.00000000 0.00000000 0.00000000
leftTaxel20_2 0.00326823 0.00546642 -0.00146487 0.00000000 0.00000000 0.00000000
leftTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_4 -0.00326647 0.00546494 -0.00146447 0.00000000 0.00000000 0.00000000
leftTaxel20_5 -0.00980168 0.00546430 -0.00146430 0.00000000 0.00000000 0.00000000
leftTaxel20_7 -0.00653520 -0.00000064 0.00000017 0.00000000 0.00000000 0.00000000
leftTaxel20_8 -0.00326823 -0.00546642 0.00146487 0.00000000 0.00000000 0.00000000
leftTaxel20_9 -0.00000176 -0.01093136 0.00292934 0.00000000 0.00000000 0.00000000
leftTaxel20_11 0.00326647 -0.00546494 0.00146447 0.00000000 0.00000000 0.00000000
leftTaxel21_0 0.00326701 0.00489454 -0.00284236 0.00000000 0.00000000 0.00000000
leftTaxel21_1 0.00000003 0.00978650 -0.00568322 0.00000000 0.00000000 0.00000000
leftTaxel21_2 -0.00326699 0.00489455 -0.00284237 0.00000000 0.00000000 0.00000000
leftTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_4 -0.00653300 0.00000001 -0.00000001 0.00000000 0.00000000 0.00000000
leftTaxel21_5 -0.00980001 -0.00489452 0.00284235 0.00000000 0.00000000 0.00000000
leftTaxel21_7 -0.00326701 -0.00489454 0.00284236 0.00000000 0.00000000 0.00000000
leftTaxel21_8 0.00326699 -0.00489455 0.00284237 0.00000000 0.00000000 0.00000000
leftTaxel21_9 0.00979999 -0.00489457 0.00284237 0.00000000 0.00000000 0.00000000
leftTaxel21_11 0.00653300 -0.00000001 0.00000001 0.00000000 0.00000000 0.00000000
leftTaxel22_0 -0.00326820 0.00489394 0.00284201 0.00000000 0.00000000 0.00000000
leftTaxel22_1 -0.00980081 0.00489325 0.00284161 0.00000000 0.00000000 0.00000000
leftTaxel22_2 -0.00653520 0.00000060 0.00000035 0.00000000 0.00000000 0.00000000
leftTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_4 -0.00326650 -0.00489259 -0.00284123 0.00000000 0.00000000 0.00000000
leftTaxel22_5 0.00000170 -0.00978654 -0.00568324 0.00000000 0.00000000 0.00000000
leftTaxel22_7 0.00326820 -0.00489394 -0.00284201 0.00000000 0.00000000 0.00000000
leftTaxel22_8 0.00653520 -0.00000060 -0.00000035 0.00000000 0.00000000 0.00000000
leftTaxel22_9 0.00980170 0.00489199 0.00284088 0.00000000 0.00000000 0.00000000
leftTaxel22_11 0.00326650 0.00489259 0.00284123 0.00000000 0.00000000 0.00000000
leftTaxel23_0 -0.00653520 -0.00000036 -0.00000061 0.00000000 0.00000000 0.00000000
leftTaxel23_1 -0.00980080 -0.00284524 -0.00489116 0.00000000 0.00000000 0.00000000
leftTaxel23_2 -0.00326819 -0.00284564 -0.00489185 0.00000000 0.00000000 0.00000000
leftTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_4 0.00326651 -0.00284485 -0.00489048 0.00000000 0.00000000 0.00000000
