leftArm	 a 	 d 	 alpha 	 offset
leftShoulderPitch 0.00000000 0.10000000 -1.57079633 0.00000000
leftShoulderRoll 0.00000000 0.09800000 1.57079633 0.00000000
leftElbowYaw 0.00000000 0.00000000 1.57079633 1.57079633
leftElbowRoll 0.01500000 0.10500000 -1.57079633 0.00000000
leftWristYaw 0.00000000 0.00000000 1.57079633 0.00000000
leftEE 0.00000000 0.11370000 -1.57079633 3.14159265

rightArm	 a 	 d 	 alpha 	 offset
rightShoulderPitch 0.00000000 0.10000000 -1.57079633 0.00000000
rightShoulderRoll 0.00000000 -0.09800000 1.57079633 0.00000000
rightElbowYaw 0.00000000 0.00000000 1.57079633 1.57079633
rightElbowRoll -0.01500000 0.10500000 -1.57079633 0.00000000
rightWristYaw 0.00000000 0.00000000 1.57079633 0.00000000
rightEE 0.00000000 0.11370000 -1.57079633 3.14159265

head	 a 	 d 	 alpha 	 offset
headYaw 0.00000000 0.12650000 0.00000000 0.00000000
headPitch 0.00000000 0.00000000 -1.57079633 0.00000000
headEE 0.00000000 0.00000000 0.00000000 0.00000000

torsoSkin	 x(a) 	 y(d) 	 z(alfa) 	 alfa(offset) 	 beta(-) 	 gama(-)
rightTaxel26_1 -0.00979999 -0.00546713 -0.00146506 0.00000000 0.00000000 0.00000000
rightTaxel26_2 -0.00326699 -0.00546711 -0.00146506 0.00000000 0.00000000 0.00000000
rightTaxel26_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_4 0.00326701 -0.00546710 -0.00146505 0.00000000 0.00000000 0.00000000
rightTaxel26_5 0.00980001 -0.00546708 -0.00146505 0.00000000 0.00000000 0.00000000
rightTaxel26_7 0.00653300 0.00000002 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_8 0.00326699 0.00546711 0.00146506 0.00000000 0.00000000 0.00000000
rightTaxel26_9 -0.00000003 0.01093131 0.00292933 0.00000000 0.00000000 0.00000000
rightTaxel26_11 -0.00326701 0.00546710 0.00146505 0.00000000 0.00000000 0.00000000
rightTaxel31_0 -0.00653300 -0.00000001 -0.00000001 0.00000000 0.00000000 0.00000000
rightTaxel31_1 -0.00979999 -0.00284600 -0.00489246 0.00000000 0.00000000 0.00000000
rightTaxel31_2 -0.00326699 -0.00284599 -0.00489245 0.00000000 0.00000000 0.00000000
rightTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_4 0.00326701 -0.00284598 -0.00489243 0.00000000 0.00000000 0.00000000
rightTaxel31_5 0.00980001 -0.00284597 -0.00489242 0.00000000 0.00000000 0.00000000
rightTaxel31_7 0.00653300 0.00000001 0.00000001 0.00000000 0.00000000 0.00000000
rightTaxel31_8 0.00326699 0.00284599 0.00489245 0.00000000 0.00000000 0.00000000
rightTaxel31_9 -0.00000003 0.00569046 0.00978229 0.00000000 0.00000000 0.00000000
rightTaxel31_11 -0.00326701 0.00284598 0.00489243 0.00000000 0.00000000 0.00000000

headSkin	 x(a) 	 y(d) 	 z(alfa) 	 alfa(offset) 	 beta(-) 	 gama(-)
headPlastic -0.00068796 -0.00009875 1.27776171 0.31405532 NaN   NaN  
headLeftPatch 0.05530803 0.01487015 0.01819711 0.00000000 0.00000000 0.00000000
headRightPatch 0.02538711 -0.01504889 0.10606581 0.00000000 0.00000000 0.00000000
headTriangle0 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTriangle1 0.00239105 0.00912461 0.01435208 0.00000000 0.00000000 0.00000000
headTriangle2 -0.00698167 0.02552495 0.01348019 0.00000000 0.00000000 0.00000000
headTriangle3 -0.00912484 0.03465117 0.02728277 0.00000000 0.00000000 0.00000000
headTriangle4 -0.00636112 0.02640250 0.04609967 0.00000000 0.00000000 0.00000000
headTriangle5 -0.01938921 0.03459822 0.05875665 0.00000000 0.00000000 0.00000000
headTriangle6 -0.02466249 0.02543631 0.07241467 0.00000000 0.00000000 0.00000000
headTriangle7 -0.01566248 0.00902222 0.07605336 0.00000000 0.00000000 0.00000000
headTriangle8 -0.00210536 0.00002304 0.06496209 0.00000000 0.00000000 0.00000000
headTriangle12 0.00713618 0.00007550 0.03184844 0.00000000 0.00000000 0.00000000
headTriangle13 0.00312311 0.00926121 0.04826783 0.00000000 0.00000000 0.00000000
headTriangle15 -0.02635816 -0.00013162 0.08653326 0.00000000 0.00000000 0.00000000
headTriangle16 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTriangle17 0.01121892 -0.00910638 -0.01146990 0.00000000 0.00000000 0.00000000
headTriangle18 0.00217162 -0.02551375 -0.01501645 0.00000000 0.00000000 0.00000000
headTriangle19 0.00860542 -0.03463922 -0.02689828 0.00000000 0.00000000 0.00000000
headTriangle20 0.02088286 -0.02639507 -0.04036813 0.00000000 0.00000000 0.00000000
headTriangle21 0.01740748 -0.03458340 -0.05959114 0.00000000 0.00000000 0.00000000
headTriangle22 0.01988994 -0.02540986 -0.07408245 0.00000000 0.00000000 0.00000000
headTriangle23 0.02872255 -0.00900796 -0.07182067 0.00000000 0.00000000 0.00000000
headTriangle24 0.03353419 -0.00002147 -0.05286965 0.00000000 0.00000000 0.00000000
headTriangle28 0.02460091 -0.00007393 -0.02149930 0.00000000 0.00000000 0.00000000
headTriangle29 0.02779870 -0.00926404 -0.03765829 0.00000000 0.00000000 0.00000000
headTriangle31 0.02809360 0.00015568 -0.08708408 0.00000000 0.00000000 0.00000000
headTaxel0_0 -0.00333331 0.00000947 -0.00561863 0.00000000 0.00000000 0.00000000
headTaxel0_1 -0.00381440 -0.00547410 -0.00914113 0.00000000 0.00000000 0.00000000
headTaxel0_2 -0.00048109 -0.00548356 -0.00352249 0.00000000 0.00000000 0.00000000
headTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel0_4 0.00285273 -0.00549303 0.00209700 0.00000000 0.00000000 0.00000000
headTaxel0_5 0.00618604 -0.00550250 0.00771563 0.00000000 0.00000000 0.00000000
headTaxel0_7 0.00333331 -0.00000947 0.00561863 0.00000000 0.00000000 0.00000000
headTaxel0_8 0.00048109 0.00548356 0.00352249 0.00000000 0.00000000 0.00000000
headTaxel0_9 -0.00237101 0.01097369 0.00142512 0.00000000 0.00000000 0.00000000
headTaxel0_11 -0.00285273 0.00549303 -0.00209700 0.00000000 0.00000000 0.00000000
headTaxel1_0 -0.00364506 0.00510520 -0.00182498 0.00000000 0.00000000 0.00000000
headTaxel1_1 -0.00655973 0.00511390 -0.00767421 0.00000000 0.00000000 0.00000000
headTaxel1_2 -0.00291467 0.00000870 -0.00584923 0.00000000 0.00000000 0.00000000
headTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel1_4 0.00073094 -0.00509728 -0.00402397 0.00000000 0.00000000 0.00000000
headTaxel1_5 0.00437600 -0.01020248 -0.00219898 0.00000000 0.00000000 0.00000000
headTaxel1_7 0.00364506 -0.00510520 0.00182498 0.00000000 0.00000000 0.00000000
headTaxel1_8 0.00291467 -0.00000870 0.00584923 0.00000000 0.00000000 0.00000000
headTaxel1_9 0.00218315 0.00508724 0.00987058 0.00000000 0.00000000 0.00000000
headTaxel1_11 -0.00073094 0.00509728 0.00402397 0.00000000 0.00000000 0.00000000
headTaxel2_0 -0.00360889 0.00000913 -0.00544572 0.00000000 0.00000000 0.00000000
headTaxel2_1 -0.00297184 -0.00482660 -0.00979529 0.00000000 0.00000000 0.00000000
headTaxel2_2 0.00063705 -0.00483574 -0.00434956 0.00000000 0.00000000 0.00000000
headTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel2_4 0.00424650 -0.00484487 0.00109699 0.00000000 0.00000000 0.00000000
headTaxel2_5 0.00785539 -0.00485400 0.00654271 0.00000000 0.00000000 0.00000000
headTaxel2_7 0.00360889 -0.00000913 0.00544572 0.00000000 0.00000000 0.00000000
headTaxel2_8 -0.00063705 0.00483574 0.00434956 0.00000000 0.00000000 0.00000000
headTaxel2_9 -0.00488225 0.00967804 0.00325171 0.00000000 0.00000000 0.00000000
headTaxel2_11 -0.00424650 0.00484487 -0.00109699 0.00000000 0.00000000 0.00000000
headTaxel3_0 -0.00452130 0.00454014 -0.00127480 0.00000000 0.00000000 0.00000000
headTaxel3_1 -0.00760923 0.00454882 -0.00703445 0.00000000 0.00000000 0.00000000
headTaxel3_2 -0.00308793 0.00000868 -0.00575964 0.00000000 0.00000000 0.00000000
headTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel3_4 0.00143406 -0.00453215 -0.00448464 0.00000000 0.00000000 0.00000000
headTaxel3_5 0.00595535 -0.00907228 -0.00320984 0.00000000 0.00000000 0.00000000
headTaxel3_7 0.00452130 -0.00454014 0.00127480 0.00000000 0.00000000 0.00000000
headTaxel3_8 0.00308793 -0.00000868 0.00575964 0.00000000 0.00000000 0.00000000
headTaxel3_9 0.00165344 0.00452226 0.01024157 0.00000000 0.00000000 0.00000000
headTaxel3_11 -0.00143406 0.00453215 0.00448464 0.00000000 0.00000000 0.00000000
headTaxel4_0 -0.00425423 0.00481982 0.00116231 0.00000000 0.00000000 0.00000000
headTaxel4_1 -0.00498449 0.00965027 -0.00317847 0.00000000 0.00000000 0.00000000
headTaxel4_2 -0.00073026 0.00483045 -0.00434078 0.00000000 0.00000000 0.00000000
headTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel4_4 0.00352461 0.00000989 -0.00550326 0.00000000 0.00000000 0.00000000
headTaxel4_5 0.00777884 -0.00480994 -0.00666557 0.00000000 0.00000000 0.00000000
headTaxel4_7 0.00425423 -0.00481982 -0.00116231 0.00000000 0.00000000 0.00000000
headTaxel4_8 0.00073026 -0.00483045 0.00434078 0.00000000 0.00000000 0.00000000
headTaxel4_9 -0.00279361 -0.00483906 0.00984143 0.00000000 0.00000000 0.00000000
headTaxel4_11 -0.00352461 -0.00000989 0.00550326 0.00000000 0.00000000 0.00000000
headTaxel5_0 0.00046736 0.00495634 -0.00423040 0.00000000 0.00000000 0.00000000
headTaxel5_1 0.00519220 0.00496342 -0.00874535 0.00000000 0.00000000 0.00000000
headTaxel5_2 0.00472484 0.00000707 -0.00451495 0.00000000 0.00000000 0.00000000
headTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel5_4 0.00425740 -0.00495003 -0.00028390 0.00000000 0.00000000 0.00000000
headTaxel5_5 0.00379004 -0.00990638 0.00394650 0.00000000 0.00000000 0.00000000
headTaxel5_7 -0.00046736 -0.00495634 0.00423040 0.00000000 0.00000000 0.00000000
headTaxel5_8 -0.00472484 -0.00000707 0.00451495 0.00000000 0.00000000 0.00000000
headTaxel5_9 -0.00897986 0.00494165 0.00479758 0.00000000 0.00000000 0.00000000
headTaxel5_11 -0.00425740 0.00495003 0.00028390 0.00000000 0.00000000 0.00000000
headTaxel6_0 -0.00418484 0.00497949 -0.00060987 0.00000000 0.00000000 0.00000000
headTaxel6_1 -0.00277155 0.00996592 -0.00459070 0.00000000 0.00000000 0.00000000
headTaxel6_2 0.00141328 0.00498643 -0.00398083 0.00000000 0.00000000 0.00000000
headTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel6_4 0.00559876 0.00000618 -0.00337086 0.00000000 0.00000000 0.00000000
headTaxel6_5 0.00978360 -0.00497330 -0.00276099 0.00000000 0.00000000 0.00000000
headTaxel6_7 0.00418484 -0.00497949 0.00060987 0.00000000 0.00000000 0.00000000
headTaxel6_8 -0.00141328 -0.00498643 0.00398083 0.00000000 0.00000000 0.00000000
headTaxel6_9 -0.00701019 -0.00499129 0.00734975 0.00000000 0.00000000 0.00000000
headTaxel6_11 -0.00559876 -0.00000618 0.00337086 0.00000000 0.00000000 0.00000000
headTaxel7_0 -0.00520980 -0.00000638 0.00394183 0.00000000 0.00000000 0.00000000
headTaxel7_1 -0.00914401 0.00520717 0.00416511 0.00000000 0.00000000 0.00000000
headTaxel7_2 -0.00393420 0.00521355 0.00022328 0.00000000 0.00000000 0.00000000
headTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel7_4 0.00127639 0.00521993 -0.00371915 0.00000000 0.00000000 0.00000000
headTaxel7_5 0.00648619 0.00522631 -0.00766098 0.00000000 0.00000000 0.00000000
headTaxel7_7 0.00520980 0.00000638 -0.00394183 0.00000000 0.00000000 0.00000000
headTaxel7_8 0.00393420 -0.00521355 -0.00022328 0.00000000 0.00000000 0.00000000
headTaxel7_9 0.00265711 -0.01043071 0.00349494 0.00000000 0.00000000 0.00000000
headTaxel7_11 -0.00127639 -0.00521993 0.00371915 0.00000000 0.00000000 0.00000000
headTaxel8_0 -0.00300691 0.00548336 0.00188980 0.00000000 0.00000000 0.00000000
headTaxel8_1 -0.00226074 0.01097726 -0.00156985 0.00000000 0.00000000 0.00000000
headTaxel8_2 0.00074617 0.00549390 -0.00345965 0.00000000 0.00000000 0.00000000
headTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_4 0.00375354 0.00000970 -0.00534974 0.00000000 0.00000000 0.00000000
headTaxel8_5 0.00676046 -0.00547365 -0.00723954 0.00000000 0.00000000 0.00000000
headTaxel8_7 0.00300691 -0.00548336 -0.00188980 0.00000000 0.00000000 0.00000000
headTaxel8_8 -0.00074617 -0.00549390 0.00345965 0.00000000 0.00000000 0.00000000
headTaxel8_9 -0.00449852 -0.00550215 0.00880705 0.00000000 0.00000000 0.00000000
headTaxel8_11 -0.00375354 -0.00000970 0.00534974 0.00000000 0.00000000 0.00000000
headTaxel12_0 -0.00249598 0.00537530 0.00274888 0.00000000 0.00000000 0.00000000
headTaxel12_1 -0.00339905 0.01076182 -0.00083981 0.00000000 0.00000000 0.00000000
headTaxel12_2 -0.00090308 0.00538652 -0.00358870 0.00000000 0.00000000 0.00000000
headTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_4 0.00159329 0.00001040 -0.00633800 0.00000000 0.00000000 0.00000000
headTaxel12_5 0.00408926 -0.00536490 -0.00908688 0.00000000 0.00000000 0.00000000
headTaxel12_7 0.00249598 -0.00537530 -0.00274888 0.00000000 0.00000000 0.00000000
headTaxel12_8 0.00090308 -0.00538652 0.00358870 0.00000000 0.00000000 0.00000000
headTaxel12_9 -0.00069003 -0.00539549 0.00992406 0.00000000 0.00000000 0.00000000
headTaxel12_11 -0.00159329 -0.00001040 0.00633800 0.00000000 0.00000000 0.00000000
headTaxel13_0 -0.00055899 0.00512649 -0.00401083 0.00000000 0.00000000 0.00000000
headTaxel13_1 0.00255570 0.00513455 -0.00975605 0.00000000 0.00000000 0.00000000
headTaxel13_2 0.00311469 0.00000806 -0.00574522 0.00000000 0.00000000 0.00000000
headTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_4 0.00367376 -0.00511922 -0.00173378 0.00000000 0.00000000 0.00000000
headTaxel13_5 0.00423275 -0.01024571 0.00227704 0.00000000 0.00000000 0.00000000
headTaxel13_7 0.00055899 -0.00512649 0.00401083 0.00000000 0.00000000 0.00000000
headTaxel13_8 -0.00311469 -0.00000806 0.00574522 0.00000000 0.00000000 0.00000000
headTaxel13_9 -0.00678664 0.00510981 0.00747702 0.00000000 0.00000000 0.00000000
headTaxel13_11 -0.00367376 0.00511922 0.00173378 0.00000000 0.00000000 0.00000000
headTaxel15_0 -0.00352658 0.00549347 0.00025525 0.00000000 0.00000000 0.00000000
headTaxel15_1 -0.00120330 0.01099359 -0.00240179 0.00000000 0.00000000 0.00000000
headTaxel15_2 0.00232328 0.00550013 -0.00265704 0.00000000 0.00000000 0.00000000
headTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_4 0.00585040 0.00000582 -0.00291233 0.00000000 0.00000000 0.00000000
headTaxel15_5 0.00937698 -0.00548765 -0.00316759 0.00000000 0.00000000 0.00000000
headTaxel15_7 0.00352658 -0.00549347 -0.00025525 0.00000000 0.00000000 0.00000000
headTaxel15_8 -0.00232328 -0.00550013 0.00265704 0.00000000 0.00000000 0.00000000
headTaxel15_9 -0.00817151 -0.00550449 0.00556790 0.00000000 0.00000000 0.00000000
headTaxel15_11 -0.00585040 -0.00000582 0.00291233 0.00000000 0.00000000 0.00000000
headTaxel16_0 -0.00584850 -0.00000690 0.00291119 0.00000000 0.00000000 0.00000000
headTaxel16_1 -0.00817310 0.00548423 0.00558563 0.00000000 0.00000000 0.00000000
headTaxel16_2 -0.00232460 0.00549113 0.00267443 0.00000000 0.00000000 0.00000000
headTaxel16_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_4 0.00352480 0.00549804 -0.00023721 0.00000000 0.00000000 0.00000000
headTaxel16_5 0.00937330 0.00550494 -0.00314840 0.00000000 0.00000000 0.00000000
headTaxel16_7 0.00584850 0.00000690 -0.00291119 0.00000000 0.00000000 0.00000000
headTaxel16_8 0.00232460 -0.00549113 -0.00267443 0.00000000 0.00000000 0.00000000
headTaxel16_9 -0.00119989 -0.01098626 -0.00243658 0.00000000 0.00000000 0.00000000
headTaxel16_11 -0.00352480 -0.00549804 0.00023721 0.00000000 0.00000000 0.00000000
headTaxel17_0 -0.00393066 -0.00521413 0.00020711 0.00000000 0.00000000 0.00000000
headTaxel17_1 -0.00914205 -0.00522226 0.00415048 0.00000000 0.00000000 0.00000000
headTaxel17_2 -0.00521139 -0.00000813 0.00394337 0.00000000 0.00000000 0.00000000
headTaxel17_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_4 -0.00128013 0.00520679 0.00373624 0.00000000 0.00000000 0.00000000
headTaxel17_5 0.00265053 0.01042092 0.00352913 0.00000000 0.00000000 0.00000000
headTaxel17_7 0.00393066 0.00521413 -0.00020711 0.00000000 0.00000000 0.00000000
headTaxel17_8 0.00521139 0.00000813 -0.00394337 0.00000000 0.00000000 0.00000000
headTaxel17_9 0.00648981 -0.00519728 -0.00767757 0.00000000 0.00000000 0.00000000
headTaxel17_11 0.00128013 -0.00520679 -0.00373624 0.00000000 0.00000000 0.00000000
headTaxel18_0 -0.00559705 -0.00000813 0.00336943 0.00000000 0.00000000 0.00000000
headTaxel18_1 -0.00701176 0.00496544 0.00736581 0.00000000 0.00000000 0.00000000
headTaxel18_2 -0.00141471 0.00497357 0.00399638 0.00000000 0.00000000 0.00000000
headTaxel18_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_4 0.00418319 0.00498170 0.00062644 0.00000000 0.00000000 0.00000000
headTaxel18_5 0.00978024 0.00498983 -0.00274299 0.00000000 0.00000000 0.00000000
headTaxel18_7 0.00559705 0.00000813 -0.00336943 0.00000000 0.00000000 0.00000000
headTaxel18_8 0.00141471 -0.00497357 -0.00399638 0.00000000 0.00000000 0.00000000
headTaxel18_9 -0.00276775 -0.00995263 -0.00462160 0.00000000 0.00000000 0.00000000
headTaxel18_11 -0.00418319 -0.00498170 -0.00062644 0.00000000 0.00000000 0.00000000
headTaxel19_0 -0.00425331 -0.00495157 0.00026707 0.00000000 0.00000000 0.00000000
headTaxel19_1 -0.00897769 -0.00496028 0.00478249 0.00000000 0.00000000 0.00000000
headTaxel19_2 -0.00472438 -0.00000870 0.00451542 0.00000000 0.00000000 0.00000000
headTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_4 -0.00047041 0.00494363 0.00424831 0.00000000 0.00000000 0.00000000
headTaxel19_5 0.00378290 0.00989520 0.00398124 0.00000000 0.00000000 0.00000000
headTaxel19_7 0.00425331 0.00495157 -0.00026707 0.00000000 0.00000000 0.00000000
headTaxel19_8 0.00472438 0.00000870 -0.00451542 0.00000000 0.00000000 0.00000000
headTaxel19_9 0.00519342 -0.00493362 -0.00876141 0.00000000 0.00000000 0.00000000
headTaxel19_11 0.00047041 -0.00494363 -0.00424831 0.00000000 0.00000000 0.00000000
headTaxel20_0 -0.00072849 -0.00481542 -0.00435444 0.00000000 0.00000000 0.00000000
headTaxel20_1 -0.00498232 -0.00964206 -0.00320667 0.00000000 0.00000000 0.00000000
headTaxel20_2 -0.00425383 -0.00482664 0.00114777 0.00000000 0.00000000 0.00000000
headTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_4 -0.00352523 -0.00001048 0.00550287 0.00000000 0.00000000 0.00000000
headTaxel20_5 -0.00279673 0.00480494 0.00985730 0.00000000 0.00000000 0.00000000
headTaxel20_7 0.00072849 0.00481542 0.00435444 0.00000000 0.00000000 0.00000000
headTaxel20_8 0.00425383 0.00482664 -0.00114777 0.00000000 0.00000000 0.00000000
headTaxel20_9 0.00777699 0.00483584 -0.00664887 0.00000000 0.00000000 0.00000000
headTaxel20_11 0.00352523 0.00001048 -0.00550287 0.00000000 0.00000000 0.00000000
headTaxel21_0 -0.00143201 -0.00454613 0.00446791 0.00000000 0.00000000 0.00000000
headTaxel21_1 0.00165664 -0.00455370 0.01022717 0.00000000 0.00000000 0.00000000
headTaxel21_2 0.00308865 -0.00000758 0.00575926 0.00000000 0.00000000 0.00000000
headTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_4 0.00452087 0.00453925 0.00129067 0.00000000 0.00000000 0.00000000
headTaxel21_5 0.00595288 0.00908537 -0.00317723 0.00000000 0.00000000 0.00000000
headTaxel21_7 0.00143201 0.00454613 -0.00446791 0.00000000 0.00000000 0.00000000
headTaxel21_8 -0.00308865 0.00000758 -0.00575926 0.00000000 0.00000000 0.00000000
headTaxel21_9 -0.00760750 -0.00453047 -0.00704806 0.00000000 0.00000000 0.00000000
headTaxel21_11 -0.00452087 -0.00453925 -0.00129067 0.00000000 0.00000000 0.00000000
headTaxel22_0 -0.00424307 -0.00484125 -0.00111298 0.00000000 0.00000000 0.00000000
headTaxel22_1 -0.00487699 -0.00969080 0.00322164 0.00000000 0.00000000 0.00000000
headTaxel22_2 -0.00063392 -0.00484955 0.00433462 0.00000000 0.00000000 0.00000000
headTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_4 0.00360980 -0.00000755 0.00544777 0.00000000 0.00000000 0.00000000
headTaxel22_5 0.00785287 0.00483370 0.00656075 0.00000000 0.00000000 0.00000000
headTaxel22_7 0.00424307 0.00484125 0.00111298 0.00000000 0.00000000 0.00000000
headTaxel22_8 0.00063392 0.00484955 -0.00433462 0.00000000 0.00000000 0.00000000
headTaxel22_9 -0.00297509 0.00485581 -0.00977980 0.00000000 0.00000000 0.00000000
headTaxel22_11 -0.00360980 0.00000755 -0.00544777 0.00000000 0.00000000 0.00000000
headTaxel23_0 -0.00291396 0.00000817 -0.00584712 0.00000000 0.00000000 0.00000000
headTaxel23_1 -0.00655760 -0.00509493 -0.00768864 0.00000000 0.00000000 0.00000000
headTaxel23_2 -0.00364364 -0.00510310 -0.00184152 0.00000000 0.00000000 0.00000000
headTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_4 -0.00072923 -0.00511127 0.00400650 0.00000000 0.00000000 0.00000000
headTaxel23_5 0.00218473 -0.00511943 0.00985363 0.00000000 0.00000000 0.00000000
headTaxel23_7 0.00291396 -0.00000817 0.00584712 0.00000000 0.00000000 0.00000000
headTaxel23_8 0.00364364 0.00510310 0.00184152 0.00000000 0.00000000 0.00000000
headTaxel23_9 0.00437171 0.01021166 -0.00216441 0.00000000 0.00000000 0.00000000
headTaxel23_11 0.00072923 0.00511127 -0.00400650 0.00000000 0.00000000 0.00000000
headTaxel24_0 -0.00090103 -0.00537388 -0.00360412 0.00000000 0.00000000 0.00000000
headTaxel24_1 -0.00339590 -0.01076034 -0.00087091 0.00000000 0.00000000 0.00000000
headTaxel24_2 -0.00249487 -0.00538647 0.00273322 0.00000000 0.00000000 0.00000000
headTaxel24_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_4 -0.00159370 -0.00001177 0.00633789 0.00000000 0.00000000 0.00000000
headTaxel24_5 -0.00069267 0.00536210 0.00994201 0.00000000 0.00000000 0.00000000
headTaxel24_7 0.00090103 0.00537388 0.00360412 0.00000000 0.00000000 0.00000000
headTaxel24_8 0.00249487 0.00538647 -0.00273322 0.00000000 0.00000000 0.00000000
headTaxel24_9 0.00408749 0.00539681 -0.00906870 0.00000000 0.00000000 0.00000000
headTaxel24_11 0.00159370 0.00001177 -0.00633789 0.00000000 0.00000000 0.00000000
headTaxel28_0 0.00074827 -0.00548066 -0.00347600 0.00000000 0.00000000 0.00000000
headTaxel28_1 -0.00225716 -0.01097321 -0.00160299 0.00000000 0.00000000 0.00000000
headTaxel28_2 -0.00300543 -0.00549255 0.00187301 0.00000000 0.00000000 0.00000000
headTaxel28_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_4 -0.00375382 -0.00001105 0.00534954 0.00000000 0.00000000 0.00000000
headTaxel28_5 -0.00450209 0.00546960 0.00882554 0.00000000 0.00000000 0.00000000
headTaxel28_7 -0.00074827 0.00548066 0.00347600 0.00000000 0.00000000 0.00000000
headTaxel28_8 0.00300543 0.00549255 -0.00187301 0.00000000 0.00000000 0.00000000
headTaxel28_9 0.00675746 0.00550214 -0.00722064 0.00000000 0.00000000 0.00000000
headTaxel28_11 0.00375382 0.00001105 -0.00534954 0.00000000 0.00000000 0.00000000
headTaxel29_0 -0.00367111 -0.00512413 0.00171647 0.00000000 0.00000000 0.00000000
headTaxel29_1 -0.00678529 -0.00513366 0.00746197 0.00000000 0.00000000 0.00000000
headTaxel29_2 -0.00311418 -0.00000953 0.00574549 0.00000000 0.00000000 0.00000000
headTaxel29_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_4 0.00055750 0.00511539 0.00402876 0.00000000 0.00000000 0.00000000
headTaxel29_5 0.00422861 0.01023952 0.00231229 0.00000000 0.00000000 0.00000000
headTaxel29_7 0.00367111 0.00512413 -0.00171647 0.00000000 0.00000000 0.00000000
headTaxel29_8 0.00311418 0.00000953 -0.00574549 0.00000000 0.00000000 0.00000000
headTaxel29_9 0.00255600 -0.00510450 -0.00977166 0.00000000 0.00000000 0.00000000
headTaxel29_11 -0.00055750 -0.00511539 -0.00402876 0.00000000 0.00000000 0.00000000
headTaxel31_0 -0.00284990 -0.00548466 -0.00211581 0.00000000 0.00000000 0.00000000
headTaxel31_1 -0.00236596 -0.01097950 0.00138867 0.00000000 0.00000000 0.00000000
headTaxel31_2 0.00048394 -0.00549484 0.00350448 0.00000000 0.00000000 0.00000000
headTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_4 0.00333428 -0.00000934 0.00562062 0.00000000 0.00000000 0.00000000
headTaxel31_5 0.00618419 0.00547531 0.00773643 0.00000000 0.00000000 0.00000000
headTaxel31_7 0.00284990 0.00548466 0.00211581 0.00000000 0.00000000 0.00000000
headTaxel31_8 -0.00048394 0.00549484 -0.00350448 0.00000000 0.00000000 0.00000000
headTaxel31_9 -0.00381721 0.00550273 -0.00912268 0.00000000 0.00000000 0.00000000
headTaxel31_11 -0.00333428 0.00000934 -0.00562062 0.00000000 0.00000000 0.00000000

dummy	 a 	 d 	 alpha 	 offset
leftDummy 0.00000000 0.00000000 -1.57079633 3.14159265
rightDummy 0.00000000 0.00000000 -1.57079633 3.14159265

