leftArm	 a 	 d 	 alpha 	 offset
torsoTaxel31_5 0.00796773 0.00589517 0.00517190 0.00000000 0.00000000 0.00000000
torsoTaxel31_7 0.00508498 0.00380081 -0.00022224 0.00000000 0.00000000 0.00000000
torsoTaxel31_8 0.00173483 0.00233288 -0.00572474 0.00000000 0.00000000 0.00000000
torsoTaxel31_9 -0.00178849 0.00106913 -0.01113267 0.00000000 0.00000000 0.00000000
torsoTaxel31_11 -0.00368433 -0.00120813 -0.00530401 0.00000000 0.00000000 0.00000000

leftArmSkin	 x 	 y 	 z 	 alfa 	 beta 	 gama
leftSkinMount 0.02950000 -0.06820000 -0.02590000 1.52910000 0.53150000 -0.49260000
leftUpperPatch 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftLowerPatch -0.06941610 0.02889306 -0.01604813 0.00000000 0.00000000 0.00000000
leftTriangle0 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle1 -0.00019530 -0.00047522 0.01937027 0.00000000 0.00000000 0.00000000
leftTriangle2 -0.00555080 -0.01662248 0.02801042 0.00000000 0.00000000 0.00000000
leftTriangle3 -0.01573070 -0.02925668 0.01762491 0.00000000 0.00000000 0.00000000
leftTriangle4 -0.03063932 -0.03706496 0.02644104 0.00000000 0.00000000 0.00000000
leftTriangle5 -0.04687570 -0.03781790 0.01636229 0.00000000 0.00000000 0.00000000
leftTriangle6 -0.04626372 -0.03676837 -0.00293574 0.00000000 0.00000000 0.00000000
leftTriangle7 -0.02901887 -0.03567705 -0.01224173 0.00000000 0.00000000 0.00000000
leftTriangle8 -0.02808756 -0.03509323 -0.03137523 0.00000000 0.00000000 0.00000000
leftTriangle9 -0.01281585 -0.02774403 -0.04000475 0.00000000 0.00000000 0.00000000
leftTriangle10 -0.00306766 -0.01535108 -0.02959498 0.00000000 0.00000000 0.00000000
leftTriangle11 -0.00071466 -0.00013255 -0.03830310 0.00000000 0.00000000 0.00000000
leftTriangle12 -0.00392381 -0.01570323 -0.01038724 0.00000000 0.00000000 0.00000000
leftTriangle13 -0.01472390 -0.02866560 -0.00166726 0.00000000 0.00000000 0.00000000
leftTriangle14 -0.00298171 0.01607552 -0.02863963 0.00000000 0.00000000 0.00000000
leftTriangle15 -0.00236911 0.01601125 -0.00954935 0.00000000 0.00000000 0.00000000
leftTriangle19 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTriangle20 0.01509373 0.01101846 -0.00125690 0.00000000 0.00000000 0.00000000
leftTriangle21 0.02506137 0.01114238 -0.01754104 0.00000000 0.00000000 0.00000000
leftTriangle22 -0.00426665 -0.01070547 -0.01548430 0.00000000 0.00000000 0.00000000
leftTriangle23 -0.00722939 -0.02877892 -0.01216496 0.00000000 0.00000000 0.00000000
leftTriangle25 0.00139036 -0.00525702 -0.03289958 0.00000000 0.00000000 0.00000000
leftTriangle26 0.01654260 0.00618786 -0.03400176 0.00000000 0.00000000 0.00000000
leftTriangle31 0.04397404 0.00881670 -0.01634634 0.00000000 0.00000000 0.00000000
leftTaxel0_0 -0.00000000 0.00260692 0.00581008 0.00000000 0.00000000 0.00000000
leftTaxel0_1 -0.00009358 0.00892351 0.00599257 0.00000000 0.00000000 0.00000000
leftTaxel0_2 0.00000000 0.00599528 0.00019317 0.00000000 0.00000000 0.00000000
leftTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel0_4 0.00001828 0.00284550 -0.00542413 0.00000000 0.00000000 0.00000000
leftTaxel0_5 -0.00041536 -0.00049275 -0.01106013 0.00000000 0.00000000 0.00000000
leftTaxel0_7 0.00011146 -0.00323277 -0.00550568 0.00000000 0.00000000 0.00000000
leftTaxel0_8 -0.00085576 -0.00648788 -0.00020438 0.00000000 0.00000000 0.00000000
leftTaxel0_9 -0.00198458 -0.00987308 0.00514018 0.00000000 0.00000000 0.00000000
leftTaxel0_11 -0.00051051 -0.00355704 0.00574828 0.00000000 0.00000000 0.00000000
leftTaxel1_0 -0.00049559 -0.00338648 0.00561187 0.00000000 0.00000000 0.00000000
leftTaxel1_1 0.00016944 -0.00029129 0.01143628 0.00000000 0.00000000 0.00000000
leftTaxel1_2 0.00058055 0.00301746 0.00568692 0.00000000 0.00000000 0.00000000
leftTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel1_4 0.00036488 0.00627215 0.00023011 0.00000000 0.00000000 0.00000000
leftTaxel1_5 0.00005917 0.00960475 -0.00564933 0.00000000 0.00000000 0.00000000
leftTaxel1_7 0.00016679 0.00330494 -0.00551540 0.00000000 0.00000000 0.00000000
leftTaxel1_8 -0.00074181 -0.00321912 -0.00589353 0.00000000 0.00000000 0.00000000
leftTaxel1_9 -0.00207704 -0.00954836 -0.00624004 0.00000000 0.00000000 0.00000000
leftTaxel1_11 -0.00138493 -0.00651477 -0.00044664 0.00000000 0.00000000 0.00000000
leftTaxel2_0 0.00095658 0.00276136 0.00569601 0.00000000 0.00000000 0.00000000
leftTaxel2_1 0.00329140 0.00886036 0.00588278 0.00000000 0.00000000 0.00000000
leftTaxel2_2 0.00245377 0.00580292 0.00017991 0.00000000 0.00000000 0.00000000
leftTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel2_4 0.00163990 0.00287872 -0.00516363 0.00000000 0.00000000 0.00000000
leftTaxel2_5 0.00044030 0.00005103 -0.01108976 0.00000000 0.00000000 0.00000000
leftTaxel2_7 -0.00140961 -0.00317664 -0.00557337 0.00000000 0.00000000 0.00000000
leftTaxel2_8 -0.00346067 -0.00567522 -0.00031334 0.00000000 0.00000000 0.00000000
leftTaxel2_9 -0.00567978 -0.00804904 0.00543367 0.00000000 0.00000000 0.00000000
leftTaxel2_11 -0.00197252 -0.00266737 0.00557659 0.00000000 0.00000000 0.00000000
leftTaxel3_0 -0.00270364 -0.00204187 0.00540008 0.00000000 0.00000000 0.00000000
leftTaxel3_1 -0.00035814 -0.00018701 0.01122798 0.00000000 0.00000000 0.00000000
leftTaxel3_2 0.00229460 0.00186701 0.00584468 0.00000000 0.00000000 0.00000000
leftTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel3_4 0.00492220 0.00423808 0.00034849 0.00000000 0.00000000 0.00000000
leftTaxel3_5 0.00745708 0.00687247 -0.00513050 0.00000000 0.00000000 0.00000000
leftTaxel3_7 0.00275607 0.00214471 -0.00543582 0.00000000 0.00000000 0.00000000
leftTaxel3_8 -0.00219179 -0.00171799 -0.00577926 0.00000000 0.00000000 0.00000000
leftTaxel3_9 -0.00772005 -0.00509012 -0.00605544 0.00000000 0.00000000 0.00000000
leftTaxel3_11 -0.00517143 -0.00364625 -0.00032736 0.00000000 0.00000000 0.00000000
leftTaxel4_0 -0.00651724 -0.00132493 -0.00006215 0.00000000 0.00000000 0.00000000
leftTaxel4_1 -0.00978240 -0.00225347 0.00546021 0.00000000 0.00000000 0.00000000
leftTaxel4_2 -0.00328276 -0.00115673 0.00546894 0.00000000 0.00000000 0.00000000
leftTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel4_4 0.00301572 0.00065853 0.00564892 0.00000000 0.00000000 0.00000000
leftTaxel4_5 0.00881974 0.00331000 0.00607341 0.00000000 0.00000000 0.00000000
leftTaxel4_7 0.00613783 0.00213220 0.00031074 0.00000000 0.00000000 0.00000000
leftTaxel4_8 0.00328515 0.00093769 -0.00538861 0.00000000 0.00000000 0.00000000
leftTaxel4_9 0.00024819 0.00033140 -0.01139162 0.00000000 0.00000000 0.00000000
leftTaxel4_11 -0.00304854 -0.00050295 -0.00576434 0.00000000 0.00000000 0.00000000
leftTaxel5_0 -0.00337514 0.00013311 0.00548002 0.00000000 0.00000000 0.00000000
leftTaxel5_1 -0.00031196 -0.00068322 0.01126048 0.00000000 0.00000000 0.00000000
leftTaxel5_2 0.00312467 -0.00061962 0.00568428 0.00000000 0.00000000 0.00000000
leftTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel5_4 0.00657911 -0.00050373 0.00019157 0.00000000 0.00000000 0.00000000
leftTaxel5_5 0.01004517 -0.00014207 -0.00540198 0.00000000 0.00000000 0.00000000
leftTaxel5_7 0.00347478 -0.00002483 -0.00555686 0.00000000 0.00000000 0.00000000
leftTaxel5_8 -0.00296084 0.00077730 -0.00572962 0.00000000 0.00000000 0.00000000
leftTaxel5_9 -0.00923734 0.00251072 -0.00581837 0.00000000 0.00000000 0.00000000
leftTaxel5_11 -0.00629458 0.00107408 -0.00021543 0.00000000 0.00000000 0.00000000
leftTaxel6_0 -0.00643564 0.00131119 -0.00016927 0.00000000 0.00000000 0.00000000
leftTaxel6_1 -0.00971852 0.00202729 0.00549897 0.00000000 0.00000000 0.00000000
leftTaxel6_2 -0.00340940 0.00020974 0.00561989 0.00000000 0.00000000 0.00000000
leftTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel6_4 0.00302813 -0.00067566 0.00582978 0.00000000 0.00000000 0.00000000
leftTaxel6_5 0.00966790 -0.00080385 0.00597513 0.00000000 0.00000000 0.00000000
leftTaxel6_7 0.00648891 -0.00058507 0.00027997 0.00000000 0.00000000 0.00000000
leftTaxel6_8 0.00336942 -0.00012809 -0.00560522 0.00000000 0.00000000 0.00000000
leftTaxel6_9 0.00017210 0.00038261 -0.01121532 0.00000000 0.00000000 0.00000000
leftTaxel6_11 -0.00300898 0.00087723 -0.00566584 0.00000000 0.00000000 0.00000000
leftTaxel7_0 -0.00292350 -0.00054931 -0.00563549 0.00000000 0.00000000 0.00000000
leftTaxel7_1 -0.00950309 -0.00104868 -0.00595351 0.00000000 0.00000000 0.00000000
leftTaxel7_2 -0.00643038 -0.00094803 -0.00012408 0.00000000 0.00000000 0.00000000
leftTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel7_4 -0.00337424 -0.00087592 0.00546911 0.00000000 0.00000000 0.00000000
leftTaxel7_5 -0.00052716 -0.00048011 0.01139761 0.00000000 0.00000000 0.00000000
leftTaxel7_7 0.00287448 0.00059589 0.00603189 0.00000000 0.00000000 0.00000000
leftTaxel7_8 0.00613243 0.00180574 0.00050331 0.00000000 0.00000000 0.00000000
leftTaxel7_9 0.00941942 0.00334725 -0.00496028 0.00000000 0.00000000 0.00000000
leftTaxel7_11 0.00335635 0.00094628 -0.00531980 0.00000000 0.00000000 0.00000000
leftTaxel8_0 -0.00651823 -0.00111503 -0.00024636 0.00000000 0.00000000 0.00000000
leftTaxel8_1 -0.01006411 -0.00136186 0.00520837 0.00000000 0.00000000 0.00000000
leftTaxel8_2 -0.00361612 -0.00087094 0.00542208 0.00000000 0.00000000 0.00000000
leftTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel8_4 0.00282229 0.00054643 0.00573177 0.00000000 0.00000000 0.00000000
leftTaxel8_5 0.00891808 0.00288626 0.00617108 0.00000000 0.00000000 0.00000000
leftTaxel8_7 0.00613091 0.00175776 0.00038507 0.00000000 0.00000000 0.00000000
leftTaxel8_8 0.00336662 0.00089621 -0.00550925 0.00000000 0.00000000 0.00000000
leftTaxel8_9 0.00059213 0.00016473 -0.01130681 0.00000000 0.00000000 0.00000000
leftTaxel8_11 -0.00297619 -0.00066559 -0.00582974 0.00000000 0.00000000 0.00000000
leftTaxel9_0 -0.00223156 -0.00183532 -0.00590899 0.00000000 0.00000000 0.00000000
leftTaxel9_1 -0.00786134 -0.00503706 -0.00618665 0.00000000 0.00000000 0.00000000
leftTaxel9_2 -0.00526327 -0.00374217 -0.00056437 0.00000000 0.00000000 0.00000000
leftTaxel9_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel9_4 -0.00279029 -0.00206288 0.00530640 0.00000000 0.00000000 0.00000000
leftTaxel9_5 -0.00049862 -0.00021616 0.01121943 0.00000000 0.00000000 0.00000000
leftTaxel9_7 0.00232210 0.00196782 0.00563254 0.00000000 0.00000000 0.00000000
leftTaxel9_8 0.00480594 0.00408359 0.00031382 0.00000000 0.00000000 0.00000000
leftTaxel9_9 0.00742520 0.00676477 -0.00513402 0.00000000 0.00000000 0.00000000
leftTaxel9_11 0.00281441 0.00210243 -0.00543929 0.00000000 0.00000000 0.00000000
leftTaxel10_0 0.00169254 0.00329610 -0.00543288 0.00000000 0.00000000 0.00000000
leftTaxel10_1 0.00070143 0.00041978 -0.01133258 0.00000000 0.00000000 0.00000000
leftTaxel10_2 -0.00098747 -0.00265573 -0.00573991 0.00000000 0.00000000 0.00000000
leftTaxel10_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel10_4 -0.00309832 -0.00552259 -0.00028437 0.00000000 0.00000000 0.00000000
leftTaxel10_5 -0.00544081 -0.00823154 0.00501399 0.00000000 0.00000000 0.00000000
leftTaxel10_7 -0.00178570 -0.00301640 0.00544558 0.00000000 0.00000000 0.00000000
leftTaxel10_8 0.00106425 0.00297381 0.00580710 0.00000000 0.00000000 0.00000000
leftTaxel10_9 0.00296691 0.00910757 0.00575541 0.00000000 0.00000000 0.00000000
leftTaxel10_11 0.00245920 0.00625311 0.00031451 0.00000000 0.00000000 0.00000000
leftTaxel11_0 -0.00027596 0.00659525 -0.00011456 0.00000000 0.00000000 0.00000000
leftTaxel11_1 -0.00092826 0.00984095 -0.00586636 0.00000000 0.00000000 0.00000000
leftTaxel11_2 -0.00026738 0.00312442 -0.00554067 0.00000000 0.00000000 0.00000000
leftTaxel11_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel11_4 0.00218137 -0.00185909 -0.00574231 0.00000000 0.00000000 0.00000000
leftTaxel11_5 0.00116207 -0.00825926 -0.00635308 0.00000000 0.00000000 0.00000000
leftTaxel11_7 0.00164657 -0.00529919 -0.00018768 0.00000000 0.00000000 0.00000000
leftTaxel11_8 -0.00039027 -0.00335374 0.00550481 0.00000000 0.00000000 0.00000000
leftTaxel11_9 -0.00009331 -0.00020897 0.01129060 0.00000000 0.00000000 0.00000000
leftTaxel11_11 0.00035617 0.00339468 0.00548450 0.00000000 0.00000000 0.00000000
leftTaxel12_0 -0.00172454 -0.00304427 0.00577978 0.00000000 0.00000000 0.00000000
leftTaxel12_1 -0.00048999 -0.00018213 0.01129473 0.00000000 0.00000000 0.00000000
leftTaxel12_2 0.00108738 0.00268826 0.00592885 0.00000000 0.00000000 0.00000000
leftTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel12_4 0.00256211 0.00589535 0.00045562 0.00000000 0.00000000 0.00000000
leftTaxel12_5 0.00365995 0.00919981 -0.00521865 0.00000000 0.00000000 0.00000000
leftTaxel12_7 0.00161471 0.00306540 -0.00534658 0.00000000 0.00000000 0.00000000
leftTaxel12_8 -0.00141122 -0.00293941 -0.00554380 0.00000000 0.00000000 0.00000000
leftTaxel12_9 -0.00506237 -0.00804004 -0.00600616 0.00000000 0.00000000 0.00000000
leftTaxel12_11 -0.00331313 -0.00567676 -0.00017265 0.00000000 0.00000000 0.00000000
leftTaxel13_0 0.00204477 0.00190363 0.00579029 0.00000000 0.00000000 0.00000000
leftTaxel13_1 0.00656443 0.00714900 0.00619965 0.00000000 0.00000000 0.00000000
leftTaxel13_2 0.00476330 0.00433587 0.00041163 0.00000000 0.00000000 0.00000000
leftTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel13_4 0.00286390 0.00214464 -0.00529992 0.00000000 0.00000000 0.00000000
leftTaxel13_5 0.00062868 0.00014551 -0.01116488 0.00000000 0.00000000 0.00000000
leftTaxel13_7 -0.00242584 -0.00186833 -0.00579356 0.00000000 0.00000000 0.00000000
leftTaxel13_8 -0.00530240 -0.00375821 -0.00016553 0.00000000 0.00000000 0.00000000
leftTaxel13_9 -0.00856945 -0.00540001 0.00521533 0.00000000 0.00000000 0.00000000
leftTaxel13_11 -0.00292738 -0.00215670 0.00559455 0.00000000 0.00000000 0.00000000
leftTaxel14_0 -0.00167141 0.00306622 -0.00558965 0.00000000 0.00000000 0.00000000
leftTaxel14_1 -0.00072683 0.00004566 -0.01141440 0.00000000 0.00000000 0.00000000
leftTaxel14_2 0.00081582 -0.00296939 -0.00561862 0.00000000 0.00000000 0.00000000
leftTaxel14_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel14_4 0.00184822 -0.00616926 -0.00013645 0.00000000 0.00000000 0.00000000
leftTaxel14_5 0.00266054 -0.00947936 0.00550110 0.00000000 0.00000000 0.00000000
leftTaxel14_7 0.00136915 -0.00297267 0.00567236 0.00000000 0.00000000 0.00000000
leftTaxel14_8 -0.00102141 0.00305193 0.00570733 0.00000000 0.00000000 0.00000000
leftTaxel14_9 -0.00411349 0.00877408 0.00580661 0.00000000 0.00000000 0.00000000
leftTaxel14_11 -0.00279752 0.00592687 0.00010223 0.00000000 0.00000000 0.00000000
leftTaxel15_0 -0.00253727 0.00604746 0.00018553 0.00000000 0.00000000 0.00000000
leftTaxel15_1 -0.00453333 0.00888025 -0.00549851 0.00000000 0.00000000 0.00000000
leftTaxel15_2 -0.00150044 0.00306115 -0.00550153 0.00000000 0.00000000 0.00000000
leftTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel15_4 0.00079161 -0.00307044 -0.00562819 0.00000000 0.00000000 0.00000000
leftTaxel15_5 0.00209969 -0.00932052 -0.00557378 0.00000000 0.00000000 0.00000000
leftTaxel15_7 0.00186436 -0.00610700 0.00019399 0.00000000 0.00000000 0.00000000
leftTaxel15_8 0.00124452 -0.00308719 0.00579566 0.00000000 0.00000000 0.00000000
leftTaxel15_9 0.00054969 -0.00008540 0.01156220 0.00000000 0.00000000 0.00000000
leftTaxel15_11 -0.00079179 0.00306783 0.00583371 0.00000000 0.00000000 0.00000000
leftTaxel19_0 -0.00354974 -0.00396812 0.00380404 0.00000000 0.00000000 0.00000000
leftTaxel19_1 -0.00592653 -0.00943270 0.00114829 0.00000000 0.00000000 0.00000000
leftTaxel19_2 -0.00311912 -0.00484280 -0.00274912 0.00000000 0.00000000 0.00000000
leftTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel19_4 0.00026376 -0.00084463 -0.00646746 0.00000000 0.00000000 0.00000000
leftTaxel19_5 0.00441987 0.00268882 -0.01002158 0.00000000 0.00000000 0.00000000
leftTaxel19_7 0.00394883 0.00372687 -0.00375596 0.00000000 0.00000000 0.00000000
leftTaxel19_8 0.00357710 0.00466588 0.00270917 0.00000000 0.00000000 0.00000000
leftTaxel19_9 0.00329524 0.00568047 0.00907939 0.00000000 0.00000000 0.00000000
leftTaxel19_11 -0.00042931 0.00106763 0.00636945 0.00000000 0.00000000 0.00000000
leftTaxel20_0 -0.00018858 0.00118539 0.00654892 0.00000000 0.00000000 0.00000000
leftTaxel20_1 -0.00535011 -0.00086535 0.01016642 0.00000000 0.00000000 0.00000000
leftTaxel20_2 -0.00515820 -0.00159086 0.00344940 0.00000000 0.00000000 0.00000000
leftTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel20_4 -0.00480837 -0.00265088 -0.00284455 0.00000000 0.00000000 0.00000000
leftTaxel20_5 -0.00444783 -0.00367822 -0.00918227 0.00000000 0.00000000 0.00000000
leftTaxel20_7 0.00040071 -0.00079943 -0.00636326 0.00000000 0.00000000 0.00000000
leftTaxel20_8 0.00565551 0.00139123 -0.00305954 0.00000000 0.00000000 0.00000000
leftTaxel20_9 0.01111278 0.00290627 0.00034531 0.00000000 0.00000000 0.00000000
leftTaxel20_11 0.00537791 0.00233988 0.00339790 0.00000000 0.00000000 0.00000000
leftTaxel21_0 -0.00555468 -0.00064886 0.00326199 0.00000000 0.00000000 0.00000000
leftTaxel21_1 -0.01070092 -0.00303584 0.00017093 0.00000000 0.00000000 0.00000000
leftTaxel21_2 -0.00535477 -0.00162560 -0.00310800 0.00000000 0.00000000 0.00000000
leftTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel21_4 0.00035776 -0.00098627 -0.00636436 0.00000000 0.00000000 0.00000000
leftTaxel21_5 0.00612135 -0.00131068 -0.00938470 0.00000000 0.00000000 0.00000000
leftTaxel21_7 0.00593838 -0.00027495 -0.00289846 0.00000000 0.00000000 0.00000000
leftTaxel21_8 0.00559358 0.00079366 0.00354587 0.00000000 0.00000000 0.00000000
leftTaxel21_9 0.00532214 0.00184017 0.01010297 0.00000000 0.00000000 0.00000000
leftTaxel21_11 -0.00014560 0.00100452 0.00653821 0.00000000 0.00000000 0.00000000
leftTaxel22_0 -0.00175127 -0.00568548 -0.00249347 0.00000000 0.00000000 0.00000000
leftTaxel22_1 -0.00128989 -0.00667386 -0.00891399 0.00000000 0.00000000 0.00000000
leftTaxel22_2 0.00025719 -0.00100360 -0.00635506 0.00000000 0.00000000 0.00000000
leftTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel22_4 0.00280746 0.00437892 -0.00386369 0.00000000 0.00000000 0.00000000
leftTaxel22_5 0.00623691 0.00928744 -0.00101731 0.00000000 0.00000000 0.00000000
leftTaxel22_7 0.00253020 0.00545241 0.00269570 0.00000000 0.00000000 0.00000000
leftTaxel22_8 -0.00040471 0.00110554 0.00651149 0.00000000 0.00000000 0.00000000
leftTaxel22_9 -0.00259317 -0.00367729 0.01042936 0.00000000 0.00000000 0.00000000
leftTaxel22_11 -0.00215734 -0.00472662 0.00398408 0.00000000 0.00000000 0.00000000
leftTaxel23_0 0.00038379 -0.00148707 -0.00695865 0.00000000 0.00000000 0.00000000
leftTaxel23_1 0.00056838 0.00358524 -0.01107172 0.00000000 0.00000000 0.00000000
leftTaxel23_2 -0.00007379 0.00463799 -0.00457283 0.00000000 0.00000000 0.00000000
leftTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel23_4 -0.00066194 0.00572685 0.00181491 0.00000000 0.00000000 0.00000000
leftTaxel23_5 -0.00134625 0.00688145 0.00797169 0.00000000 0.00000000 0.00000000
leftTaxel23_7 -0.00057237 0.00060398 0.00634204 0.00000000 0.00000000 0.00000000
leftTaxel23_8 0.00046628 -0.00530332 0.00413507 0.00000000 0.00000000 0.00000000
leftTaxel23_9 0.00281082 -0.01108380 0.00189320 0.00000000 0.00000000 0.00000000
leftTaxel23_11 0.00113408 -0.00647819 -0.00224898 0.00000000 0.00000000 0.00000000
leftTaxel25_0 -0.00324465 -0.00407702 0.00382308 0.00000000 0.00000000 0.00000000
leftTaxel25_1 -0.00536314 -0.00963260 0.00134613 0.00000000 0.00000000 0.00000000
leftTaxel25_2 -0.00288010 -0.00510457 -0.00257268 0.00000000 0.00000000 0.00000000
leftTaxel25_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_4 0.00037206 -0.00092168 -0.00640535 0.00000000 0.00000000 0.00000000
leftTaxel25_5 0.00420175 0.00278562 -0.00999254 0.00000000 0.00000000 0.00000000
leftTaxel25_7 0.00393245 0.00380973 -0.00364491 0.00000000 0.00000000 0.00000000
leftTaxel25_8 0.00355807 0.00486163 0.00276582 0.00000000 0.00000000 0.00000000
leftTaxel25_9 0.00338172 0.00580832 0.00932550 0.00000000 0.00000000 0.00000000
leftTaxel25_11 -0.00027180 0.00108138 0.00643075 0.00000000 0.00000000 0.00000000
leftTaxel26_0 -0.00013414 0.00098698 0.00647852 0.00000000 0.00000000 0.00000000
leftTaxel26_1 -0.00535511 -0.00091863 0.00978287 0.00000000 0.00000000 0.00000000
leftTaxel26_2 -0.00515166 -0.00182397 0.00330735 0.00000000 0.00000000 0.00000000
leftTaxel26_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_4 -0.00492495 -0.00269909 -0.00303472 0.00000000 0.00000000 0.00000000
leftTaxel26_5 -0.00463698 -0.00364103 -0.00954644 0.00000000 0.00000000 0.00000000
leftTaxel26_7 0.00035055 -0.00090773 -0.00642367 0.00000000 0.00000000 0.00000000
leftTaxel26_8 0.00560087 0.00121940 -0.00314741 0.00000000 0.00000000 0.00000000
leftTaxel26_9 0.01115197 0.00238153 0.00032506 0.00000000 0.00000000 0.00000000
leftTaxel26_11 0.00536398 0.00211998 0.00333889 0.00000000 0.00000000 0.00000000
leftTaxel31_0 -0.00013558 0.00087316 0.00648879 0.00000000 0.00000000 0.00000000
leftTaxel31_1 -0.00556856 0.00337429 0.00908774 0.00000000 0.00000000 0.00000000
leftTaxel31_2 -0.00538334 0.00233160 0.00269074 0.00000000 0.00000000 0.00000000
leftTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_4 -0.00514033 0.00122444 -0.00378029 0.00000000 0.00000000 0.00000000
leftTaxel31_5 -0.00502847 0.00011503 -0.01027584 0.00000000 0.00000000 0.00000000
leftTaxel31_7 0.00024845 -0.00115393 -0.00631172 0.00000000 0.00000000 0.00000000
leftTaxel31_8 0.00515556 -0.00291057 -0.00265413 0.00000000 0.00000000 0.00000000
leftTaxel31_9 0.00968797 -0.00609189 0.00150780 0.00000000 0.00000000 0.00000000
leftTaxel31_11 0.00492823 -0.00208079 0.00386675 0.00000000 0.00000000 0.00000000

rightArmSkin	 x 	 y 	 z 	 alfa 	 beta 	 gama
rightSkinMount -0.01027228 -0.01644809 -0.02924319 -0.03388622 1.67849826 1.14351106
rightUpperPatch 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightLowerPatch -0.06343135 0.02366636 0.01523893 0.00000000 0.00000000 0.00000000
rightTriangle0 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle1 -0.00501339 -0.01526725 -0.00979036 0.00000000 0.00000000 0.00000000
rightTriangle2 -0.01634512 -0.02729839 -0.00029785 0.00000000 0.00000000 0.00000000
rightTriangle3 -0.03187968 -0.03278917 -0.00979854 0.00000000 0.00000000 0.00000000
rightTriangle4 -0.03238688 -0.03217562 -0.02891465 0.00000000 0.00000000 0.00000000
rightTriangle5 -0.04891546 -0.03048497 -0.03822279 0.00000000 0.00000000 0.00000000
rightTriangle6 -0.04939669 -0.02984300 -0.05740290 0.00000000 0.00000000 0.00000000
rightTriangle7 -0.03317608 -0.03081658 -0.06765019 0.00000000 0.00000000 0.00000000
rightTriangle8 -0.01730132 -0.02574867 -0.05808882 0.00000000 0.00000000 0.00000000
rightTriangle9 -0.00520793 -0.01466504 -0.06767155 0.00000000 0.00000000 0.00000000
rightTriangle10 0.00176189 0.00032397 -0.05769524 0.00000000 0.00000000 0.00000000
rightTriangle11 0.00123285 0.00039818 -0.03851842 0.00000000 0.00000000 0.00000000
rightTriangle12 -0.00504861 -0.01506395 -0.02900021 0.00000000 0.00000000 0.00000000
rightTriangle13 -0.01689765 -0.02624573 -0.03889039 0.00000000 0.00000000 0.00000000
rightTriangle14 -0.00043286 0.01669104 -0.02925483 0.00000000 0.00000000 0.00000000
rightTriangle15 -0.00138529 0.01679188 -0.00989543 0.00000000 0.00000000 0.00000000
rightTriangle19 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle20 0.01550131 0.01081362 0.00092969 0.00000000 0.00000000 0.00000000
rightTriangle21 0.02397441 0.01604051 -0.01566916 0.00000000 0.00000000 0.00000000
