leftArm	 a 	 d 	 alpha 	 offset
rightTriangle22 -0.00687995 -0.00469391 -0.01720775 0.00000000 0.00000000 0.00000000
rightTriangle23 -0.01086488 -0.02267070 -0.02053606 0.00000000 0.00000000 0.00000000
rightTriangle25 -0.00288192 0.00626099 -0.03251859 0.00000000 0.00000000 0.00000000
rightTriangle26 0.01319141 0.01683785 -0.03194130 0.00000000 0.00000000 0.00000000
rightTriangle31 0.04242898 0.01278807 -0.01757220 0.00000000 0.00000000 0.00000000
rightTaxel0_0 -0.00000000 0.00368309 0.00570566 0.00000000 0.00000000 0.00000000
rightTaxel0_1 -0.00092614 0.01001210 0.00561780 0.00000000 0.00000000 0.00000000
rightTaxel0_2 -0.00000000 0.00691546 -0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_4 0.00031107 0.00358915 -0.00570259 0.00000000 0.00000000 0.00000000
rightTaxel0_5 0.00033309 0.00036028 -0.01128947 0.00000000 0.00000000 0.00000000
rightTaxel0_7 -0.00011203 -0.00285610 -0.00562254 0.00000000 0.00000000 0.00000000
rightTaxel0_8 -0.00113187 -0.00606972 -0.00003844 0.00000000 0.00000000 0.00000000
rightTaxel0_9 -0.00210474 -0.00909852 0.00557040 0.00000000 0.00000000 0.00000000
rightTaxel0_11 -0.00053728 -0.00286485 0.00573429 0.00000000 0.00000000 0.00000000
rightTaxel1_0 -0.00173800 -0.00272447 0.00563412 0.00000000 0.00000000 0.00000000
rightTaxel1_1 -0.00010557 -0.00012950 0.01129916 0.00000000 0.00000000 0.00000000
rightTaxel1_2 0.00175200 0.00279462 0.00566753 0.00000000 0.00000000 0.00000000
rightTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_4 0.00303369 0.00582461 0.00010481 0.00000000 0.00000000 0.00000000
rightTaxel1_5 0.00410837 0.00886925 -0.00557398 0.00000000 0.00000000 0.00000000
rightTaxel1_7 0.00152444 0.00278759 -0.00560406 0.00000000 0.00000000 0.00000000
rightTaxel1_8 -0.00198281 -0.00257092 -0.00579987 0.00000000 0.00000000 0.00000000
rightTaxel1_9 -0.00628445 -0.00745874 -0.00563615 0.00000000 0.00000000 0.00000000
rightTaxel1_11 -0.00381310 -0.00525924 -0.00008294 0.00000000 0.00000000 0.00000000
rightTaxel2_0 0.00279425 0.00170902 0.00571875 0.00000000 0.00000000 0.00000000
rightTaxel2_1 0.00735002 0.00634049 0.00577137 0.00000000 0.00000000 0.00000000
rightTaxel2_2 0.00502607 0.00400013 0.00024275 0.00000000 0.00000000 0.00000000
rightTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_4 0.00245121 0.00201296 -0.00555324 0.00000000 0.00000000 0.00000000
rightTaxel2_5 -0.00017898 0.00033451 -0.01116251 0.00000000 0.00000000 0.00000000
rightTaxel2_7 -0.00285477 -0.00154691 -0.00542881 0.00000000 0.00000000 0.00000000
rightTaxel2_8 -0.00568207 -0.00317345 0.00029233 0.00000000 0.00000000 0.00000000
rightTaxel2_9 -0.00840952 -0.00448192 0.00581062 0.00000000 0.00000000 0.00000000
rightTaxel2_11 -0.00267336 -0.00181527 0.00588389 0.00000000 0.00000000 0.00000000
rightTaxel3_0 -0.00317197 -0.00054137 0.00568283 0.00000000 0.00000000 0.00000000
rightTaxel3_1 0.00013354 -0.00045538 0.01120773 0.00000000 0.00000000 0.00000000
rightTaxel3_2 0.00331205 0.00018810 0.00542071 0.00000000 0.00000000 0.00000000
rightTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_4 0.00641059 0.00115005 -0.00019820 0.00000000 0.00000000 0.00000000
rightTaxel3_5 0.00940148 0.00276918 -0.00584328 0.00000000 0.00000000 0.00000000
rightTaxel3_7 0.00302564 0.00077411 -0.00578855 0.00000000 0.00000000 0.00000000
rightTaxel3_8 -0.00338110 -0.00007331 -0.00562144 0.00000000 0.00000000 0.00000000
rightTaxel3_9 -0.00969694 0.00003663 -0.00548569 0.00000000 0.00000000 0.00000000
rightTaxel3_11 -0.00647165 -0.00035084 0.00014762 0.00000000 0.00000000 0.00000000
rightTaxel4_0 -0.00645738 -0.00054806 0.00000585 0.00000000 0.00000000 0.00000000
rightTaxel4_1 -0.00951238 -0.00031580 0.00557641 0.00000000 0.00000000 0.00000000
rightTaxel4_2 -0.00309659 -0.00049876 0.00577105 0.00000000 0.00000000 0.00000000
rightTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_4 0.00333514 0.00036312 0.00561494 0.00000000 0.00000000 0.00000000
rightTaxel4_5 0.00969311 0.00221330 0.00529210 0.00000000 0.00000000 0.00000000
rightTaxel4_7 0.00651709 0.00119830 -0.00024299 0.00000000 0.00000000 0.00000000
rightTaxel4_8 0.00318769 0.00074847 -0.00582150 0.00000000 0.00000000 0.00000000
rightTaxel4_9 -0.00020432 0.00039300 -0.01138496 0.00000000 0.00000000 0.00000000
rightTaxel4_11 -0.00328273 -0.00017460 -0.00576078 0.00000000 0.00000000 0.00000000
rightTaxel5_0 -0.00288531 0.00082977 0.00580782 0.00000000 0.00000000 0.00000000
rightTaxel5_1 0.00019906 -0.00031794 0.01147167 0.00000000 0.00000000 0.00000000
rightTaxel5_2 0.00320399 -0.00118053 0.00556667 0.00000000 0.00000000 0.00000000
rightTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_4 0.00629305 -0.00148291 -0.00028870 0.00000000 0.00000000 0.00000000
rightTaxel5_5 0.00950147 -0.00168138 -0.00616262 0.00000000 0.00000000 0.00000000
rightTaxel5_7 0.00300777 -0.00064387 -0.00576246 0.00000000 0.00000000 0.00000000
rightTaxel5_8 -0.00332391 0.00123467 -0.00554489 0.00000000 0.00000000 0.00000000
rightTaxel5_9 -0.00902071 0.00400699 -0.00521756 0.00000000 0.00000000 0.00000000
rightTaxel5_11 -0.00607896 0.00229198 0.00022870 0.00000000 0.00000000 0.00000000
rightTaxel6_0 -0.00607693 0.00222991 0.00028307 0.00000000 0.00000000 0.00000000
rightTaxel6_1 -0.00877100 0.00390014 0.00605430 0.00000000 0.00000000 0.00000000
rightTaxel6_2 -0.00283478 0.00099559 0.00588661 0.00000000 0.00000000 0.00000000
rightTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_4 0.00324053 -0.00092038 0.00571215 0.00000000 0.00000000 0.00000000
rightTaxel6_5 0.00971373 -0.00188414 0.00538761 0.00000000 0.00000000 0.00000000
rightTaxel6_7 0.00629603 -0.00158529 -0.00034995 0.00000000 0.00000000 0.00000000
rightTaxel6_8 0.00306265 -0.00075641 -0.00591502 0.00000000 0.00000000 0.00000000
rightTaxel6_9 -0.00020649 0.00041254 -0.01127275 0.00000000 0.00000000 0.00000000
rightTaxel6_11 -0.00324776 0.00131424 -0.00538828 0.00000000 0.00000000 0.00000000
rightTaxel7_0 -0.00319643 -0.00008020 -0.00539786 0.00000000 0.00000000 0.00000000
rightTaxel7_1 -0.00989689 0.00034849 -0.00523892 0.00000000 0.00000000 0.00000000
rightTaxel7_2 -0.00645738 -0.00035395 0.00017661 0.00000000 0.00000000 0.00000000
rightTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_4 -0.00304822 -0.00062806 0.00567992 0.00000000 0.00000000 0.00000000
rightTaxel7_5 0.00028214 -0.00047674 0.01127655 0.00000000 0.00000000 0.00000000
rightTaxel7_7 0.00337008 0.00014721 0.00560115 0.00000000 0.00000000 0.00000000
rightTaxel7_8 0.00641986 0.00112499 -0.00020960 0.00000000 0.00000000 0.00000000
rightTaxel7_9 0.00935549 0.00247519 -0.00578027 0.00000000 0.00000000 0.00000000
rightTaxel7_11 0.00317184 0.00068759 -0.00570538 0.00000000 0.00000000 0.00000000
rightTaxel8_0 -0.00578749 -0.00308448 0.00003898 0.00000000 0.00000000 0.00000000
rightTaxel8_1 -0.00879891 -0.00421870 0.00589653 0.00000000 0.00000000 0.00000000
rightTaxel8_2 -0.00265665 -0.00177722 0.00572158 0.00000000 0.00000000 0.00000000
rightTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_4 0.00281831 0.00153473 0.00578020 0.00000000 0.00000000 0.00000000
rightTaxel8_5 0.00784713 0.00579691 0.00580310 0.00000000 0.00000000 0.00000000
rightTaxel8_7 0.00524711 0.00349880 0.00006855 0.00000000 0.00000000 0.00000000
rightTaxel8_8 0.00263404 0.00179925 -0.00554918 0.00000000 0.00000000 0.00000000
rightTaxel8_9 -0.00017355 0.00027401 -0.01113133 0.00000000 0.00000000 0.00000000
rightTaxel8_11 -0.00286460 -0.00158617 -0.00558370 0.00000000 0.00000000 0.00000000
rightTaxel9_0 -0.00224131 -0.00236511 -0.00554018 0.00000000 0.00000000 0.00000000
rightTaxel9_1 -0.00681536 -0.00681229 -0.00562680 0.00000000 0.00000000 0.00000000
rightTaxel9_2 -0.00418170 -0.00488366 0.00006582 0.00000000 0.00000000 0.00000000
rightTaxel9_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_4 -0.00178465 -0.00264220 0.00571650 0.00000000 0.00000000 0.00000000
rightTaxel9_5 0.00009656 -0.00022050 0.01131126 0.00000000 0.00000000 0.00000000
rightTaxel9_7 0.00191347 0.00255360 0.00568775 0.00000000 0.00000000 0.00000000
rightTaxel9_8 0.00348939 0.00550726 0.00012579 0.00000000 0.00000000 0.00000000
rightTaxel9_9 0.00496641 0.00842013 -0.00534594 0.00000000 0.00000000 0.00000000
rightTaxel9_11 0.00185465 0.00273155 -0.00560948 0.00000000 0.00000000 0.00000000
rightTaxel10_0 0.00072683 0.00317471 -0.00551597 0.00000000 0.00000000 0.00000000
rightTaxel10_1 0.00014582 0.00008180 -0.01117882 0.00000000 0.00000000 0.00000000
rightTaxel10_2 -0.00068096 -0.00314297 -0.00562190 0.00000000 0.00000000 0.00000000
rightTaxel10_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_4 -0.00170482 -0.00625001 -0.00006623 0.00000000 0.00000000 0.00000000
rightTaxel10_5 -0.00301372 -0.00927256 0.00548014 0.00000000 0.00000000 0.00000000
rightTaxel10_7 -0.00091117 -0.00307267 0.00564822 0.00000000 0.00000000 0.00000000
rightTaxel10_8 0.00020848 0.00323974 0.00571661 0.00000000 0.00000000 0.00000000
rightTaxel10_9 0.00037611 0.00979591 0.00575467 0.00000000 0.00000000 0.00000000
rightTaxel10_11 0.00085970 0.00641988 0.00001304 0.00000000 0.00000000 0.00000000
rightTaxel11_0 0.00081997 0.00654580 -0.00005279 0.00000000 0.00000000 0.00000000
rightTaxel11_1 0.00078311 0.00984603 -0.00567439 0.00000000 0.00000000 0.00000000
rightTaxel11_2 0.00070126 0.00332120 -0.00568539 0.00000000 0.00000000 0.00000000
rightTaxel11_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_4 -0.00058210 -0.00326843 -0.00567893 0.00000000 0.00000000 0.00000000
rightTaxel11_5 -0.00270639 -0.00932620 -0.00579378 0.00000000 0.00000000 0.00000000
rightTaxel11_7 -0.00137487 -0.00623386 -0.00006500 0.00000000 0.00000000 0.00000000
rightTaxel11_8 -0.00068345 -0.00319149 0.00563431 0.00000000 0.00000000 0.00000000
rightTaxel11_9 -0.00024704 0.00000480 0.01130898 0.00000000 0.00000000 0.00000000
rightTaxel11_11 0.00026967 0.00329726 0.00560170 0.00000000 0.00000000 0.00000000
rightTaxel12_0 -0.00383295 -0.00526806 -0.00003944 0.00000000 0.00000000 0.00000000
rightTaxel12_1 -0.00608156 -0.00752282 0.00553940 0.00000000 0.00000000 0.00000000
rightTaxel12_2 -0.00180699 -0.00270794 0.00559706 0.00000000 0.00000000 0.00000000
rightTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_4 0.00173411 0.00267602 0.00561826 0.00000000 0.00000000 0.00000000
rightTaxel12_5 0.00414684 0.00865419 0.00583955 0.00000000 0.00000000 0.00000000
rightTaxel12_7 0.00334994 0.00557788 0.00016973 0.00000000 0.00000000 0.00000000
rightTaxel12_8 0.00176781 0.00279434 -0.00567357 0.00000000 0.00000000 0.00000000
rightTaxel12_9 -0.00005945 0.00010699 -0.01123135 0.00000000 0.00000000 0.00000000
rightTaxel12_11 -0.00180665 -0.00270369 -0.00590091 0.00000000 0.00000000 0.00000000
rightTaxel13_0 -0.00265926 -0.00177113 0.00572299 0.00000000 0.00000000 0.00000000
rightTaxel13_1 0.00017020 -0.00033791 0.01143089 0.00000000 0.00000000 0.00000000
rightTaxel13_2 0.00295346 0.00148158 0.00565968 0.00000000 0.00000000 0.00000000
rightTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_4 0.00527604 0.00356522 0.00010048 0.00000000 0.00000000 0.00000000
rightTaxel13_5 0.00741000 0.00603097 -0.00545082 0.00000000 0.00000000 0.00000000
rightTaxel13_7 0.00254269 0.00196353 -0.00565454 0.00000000 0.00000000 0.00000000
rightTaxel13_8 -0.00304780 -0.00137241 -0.00551100 0.00000000 0.00000000 0.00000000
rightTaxel13_9 -0.00898869 -0.00387206 -0.00550109 0.00000000 0.00000000 0.00000000
rightTaxel13_11 -0.00592512 -0.00296346 0.00015452 0.00000000 0.00000000 0.00000000
rightTaxel14_0 -0.00043270 0.00341358 -0.00547222 0.00000000 0.00000000 0.00000000
rightTaxel14_1 0.00058143 0.00005475 -0.01113180 0.00000000 0.00000000 0.00000000
rightTaxel14_2 0.00098206 -0.00314713 -0.00550301 0.00000000 0.00000000 0.00000000
rightTaxel14_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_4 0.00187389 -0.00620293 0.00036171 0.00000000 0.00000000 0.00000000
rightTaxel14_5 0.00157840 -0.00952378 0.00595191 0.00000000 0.00000000 0.00000000
rightTaxel14_7 0.00084743 -0.00309792 0.00599287 0.00000000 0.00000000 0.00000000
rightTaxel14_8 -0.00124459 0.00317937 0.00582308 0.00000000 0.00000000 0.00000000
rightTaxel14_9 -0.00413025 0.00896246 0.00551619 0.00000000 0.00000000 0.00000000
rightTaxel14_11 -0.00209195 0.00624876 0.00022194 0.00000000 0.00000000 0.00000000
rightTaxel15_0 -0.00243648 0.00581291 -0.00007904 0.00000000 0.00000000 0.00000000
rightTaxel15_1 -0.00387097 0.00858720 -0.00587337 0.00000000 0.00000000 0.00000000
rightTaxel15_2 -0.00062462 0.00278240 -0.00570489 0.00000000 0.00000000 0.00000000
rightTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_4 0.00142824 -0.00308189 -0.00555393 0.00000000 0.00000000 0.00000000
rightTaxel15_5 0.00237610 -0.00963194 -0.00551348 0.00000000 0.00000000 0.00000000
rightTaxel15_7 0.00168249 -0.00634385 0.00020254 0.00000000 0.00000000 0.00000000
rightTaxel15_8 0.00056162 -0.00326228 0.00573904 0.00000000 0.00000000 0.00000000
rightTaxel15_9 -0.00066182 -0.00044663 0.01112445 0.00000000 0.00000000 0.00000000
rightTaxel15_11 -0.00151204 0.00284523 0.00549457 0.00000000 0.00000000 0.00000000
rightTaxel19_0 -0.00289558 -0.00515590 0.00266216 0.00000000 0.00000000 0.00000000
rightTaxel19_1 -0.00579500 -0.00953112 -0.00140967 0.00000000 0.00000000 0.00000000
rightTaxel19_2 -0.00354187 -0.00376405 -0.00381683 0.00000000 0.00000000 0.00000000
rightTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_4 -0.00038127 0.00137851 -0.00640517 0.00000000 0.00000000 0.00000000
rightTaxel19_5 0.00319296 0.00593836 -0.00910173 0.00000000 0.00000000 0.00000000
rightTaxel19_7 0.00352437 0.00486344 -0.00258019 0.00000000 0.00000000 0.00000000
rightTaxel19_8 0.00418317 0.00362170 0.00366675 0.00000000 0.00000000 0.00000000
rightTaxel19_9 0.00472141 0.00230238 0.01005699 0.00000000 0.00000000 0.00000000
rightTaxel19_11 0.00075119 -0.00128566 0.00630176 0.00000000 0.00000000 0.00000000
rightTaxel20_0 0.00060961 -0.00095148 0.00633010 0.00000000 0.00000000 0.00000000
rightTaxel20_1 -0.00433674 -0.00377189 0.00962514 0.00000000 0.00000000 0.00000000
rightTaxel20_2 -0.00485718 -0.00257458 0.00319942 0.00000000 0.00000000 0.00000000
rightTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_4 -0.00554691 -0.00145221 -0.00326336 0.00000000 0.00000000 0.00000000
rightTaxel20_5 -0.00588160 -0.00034569 -0.00960169 0.00000000 0.00000000 0.00000000
rightTaxel20_7 -0.00044762 0.00127952 -0.00632161 0.00000000 0.00000000 0.00000000
rightTaxel20_8 0.00533795 0.00219555 -0.00340185 0.00000000 0.00000000 0.00000000
rightTaxel20_9 0.01124256 0.00243486 -0.00060491 0.00000000 0.00000000 0.00000000
rightTaxel20_11 0.00579314 0.00116671 0.00299812 0.00000000 0.00000000 0.00000000
rightTaxel21_0 -0.00551203 -0.00149111 0.00355967 0.00000000 0.00000000 0.00000000
rightTaxel21_1 -0.01110995 -0.00252996 0.00018248 0.00000000 0.00000000 0.00000000
rightTaxel21_2 -0.00568662 -0.00018587 -0.00283912 0.00000000 0.00000000 0.00000000
rightTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_4 -0.00065903 0.00112692 -0.00647667 0.00000000 0.00000000 0.00000000
rightTaxel21_5 0.00482129 0.00166844 -0.00994442 0.00000000 0.00000000 0.00000000
rightTaxel21_7 0.00518984 0.00062747 -0.00355830 0.00000000 0.00000000 0.00000000
rightTaxel21_8 0.00573970 -0.00049046 0.00273794 0.00000000 0.00000000 0.00000000
rightTaxel21_9 0.00613464 -0.00171311 0.00926079 0.00000000 0.00000000 0.00000000
rightTaxel21_11 0.00028709 -0.00120220 0.00630119 0.00000000 0.00000000 0.00000000
rightTaxel22_0 -0.00276256 -0.00443604 -0.00394757 0.00000000 0.00000000 0.00000000
rightTaxel22_1 -0.00318831 -0.00316693 -0.01047767 0.00000000 0.00000000 0.00000000
rightTaxel22_2 -0.00064321 0.00134937 -0.00651628 0.00000000 0.00000000 0.00000000
rightTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_4 0.00255441 0.00544979 -0.00260034 0.00000000 0.00000000 0.00000000
rightTaxel22_5 0.00648694 0.00914137 0.00112657 0.00000000 0.00000000 0.00000000
rightTaxel22_7 0.00315428 0.00425342 0.00390425 0.00000000 0.00000000 0.00000000
rightTaxel22_8 0.00069849 -0.00127861 0.00627052 0.00000000 0.00000000 0.00000000
rightTaxel22_9 -0.00109796 -0.00702126 0.00854943 0.00000000 0.00000000 0.00000000
rightTaxel22_11 -0.00193808 -0.00572143 0.00226211 0.00000000 0.00000000 0.00000000
rightTaxel23_0 -0.00136036 0.00127255 -0.00631974 0.00000000 0.00000000 0.00000000
rightTaxel23_1 -0.00132242 0.00723783 -0.00854284 0.00000000 0.00000000 0.00000000
rightTaxel23_2 -0.00046551 0.00600342 -0.00218582 0.00000000 0.00000000 0.00000000
rightTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_4 0.00049600 0.00473037 0.00403591 0.00000000 0.00000000 0.00000000
rightTaxel23_5 0.00149604 0.00347063 0.01049105 0.00000000 0.00000000 0.00000000
rightTaxel23_7 0.00119202 -0.00147520 0.00620383 0.00000000 0.00000000 0.00000000
rightTaxel23_8 0.00104326 -0.00658282 0.00251183 0.00000000 0.00000000 0.00000000
rightTaxel23_9 0.00216857 -0.01160207 -0.00217357 0.00000000 0.00000000 0.00000000
rightTaxel23_11 -0.00003908 -0.00538991 -0.00383248 0.00000000 0.00000000 0.00000000
rightTaxel25_0 -0.00317510 -0.00490150 0.00267996 0.00000000 0.00000000 0.00000000
rightTaxel25_1 -0.00638750 -0.00903768 -0.00127454 0.00000000 0.00000000 0.00000000
rightTaxel25_2 -0.00376010 -0.00355336 -0.00381327 0.00000000 0.00000000 0.00000000
rightTaxel25_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_4 -0.00064953 0.00139736 -0.00632015 0.00000000 0.00000000 0.00000000
rightTaxel25_5 0.00313448 0.00576026 -0.00906655 0.00000000 0.00000000 0.00000000
rightTaxel25_7 0.00364141 0.00458332 -0.00285740 0.00000000 0.00000000 0.00000000
rightTaxel25_8 0.00420852 0.00336253 0.00359902 0.00000000 0.00000000 0.00000000
rightTaxel25_9 0.00498265 0.00223240 0.00993580 0.00000000 0.00000000 0.00000000
rightTaxel25_11 0.00065857 -0.00114563 0.00628340 0.00000000 0.00000000 0.00000000
rightTaxel26_0 0.00064490 -0.00115549 0.00650015 0.00000000 0.00000000 0.00000000
rightTaxel26_1 -0.00447321 -0.00387384 0.00942911 0.00000000 0.00000000 0.00000000
rightTaxel26_2 -0.00495180 -0.00266527 0.00326373 0.00000000 0.00000000 0.00000000
rightTaxel26_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_4 -0.00533312 -0.00135859 -0.00324065 0.00000000 0.00000000 0.00000000
rightTaxel26_5 -0.00596530 -0.00037592 -0.00942602 0.00000000 0.00000000 0.00000000
rightTaxel26_7 -0.00057751 0.00111138 -0.00629381 0.00000000 0.00000000 0.00000000
rightTaxel26_8 0.00541048 0.00200974 -0.00338754 0.00000000 0.00000000 0.00000000
rightTaxel26_9 0.01118679 0.00222596 -0.00030968 0.00000000 0.00000000 0.00000000
rightTaxel26_11 0.00587549 0.00093122 0.00311483 0.00000000 0.00000000 0.00000000
rightTaxel31_0 0.00053345 -0.00125039 0.00637506 0.00000000 0.00000000 0.00000000
rightTaxel31_1 -0.00459683 0.00021900 0.01024358 0.00000000 0.00000000 0.00000000
rightTaxel31_2 -0.00497593 0.00144449 0.00379892 0.00000000 0.00000000 0.00000000
rightTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_4 -0.00529718 0.00257816 -0.00250204 0.00000000 0.00000000 0.00000000
rightTaxel31_5 -0.00568368 0.00360210 -0.00898516 0.00000000 0.00000000 0.00000000
rightTaxel31_7 -0.00030436 0.00103491 -0.00638286 0.00000000 0.00000000 0.00000000
rightTaxel31_8 0.00483940 -0.00208189 -0.00388428 0.00000000 0.00000000 0.00000000
rightTaxel31_9 0.00952171 -0.00609681 -0.00167974 0.00000000 0.00000000 0.00000000
rightTaxel31_11 0.00519804 -0.00310349 0.00249441 0.00000000 0.00000000 0.00000000

headSkin	 x 	 y 	 z 	 alfa 	 beta 	 gama
headSkinMount 0.05970000 -0.07040000 -0.00130000 1.55120000 -0.21120000 -0.25740000
headLeftPatch -0.01933405 0.01050176 -0.04714801 0.00000000 0.00000000 0.00000000
headRightPatch -0.02016119 -0.01256457 0.04535709 0.00000000 0.00000000 0.00000000
headTriangle0 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTriangle1 0.00634706 0.01178853 0.01259926 0.00000000 0.00000000 0.00000000
headTriangle2 -0.00345766 0.02818929 0.01308587 0.00000000 0.00000000 0.00000000
headTriangle3 -0.00184680 0.04037474 0.02786186 0.00000000 0.00000000 0.00000000
headTriangle4 0.00495010 0.03408680 0.04437418 0.00000000 0.00000000 0.00000000
headTriangle5 -0.00115001 0.04315259 0.06002008 0.00000000 0.00000000 0.00000000
headTriangle6 -0.00345486 0.03289077 0.07577374 0.00000000 0.00000000 0.00000000
headTriangle7 0.00550944 0.01581330 0.07783718 0.00000000 0.00000000 0.00000000
headTriangle8 0.01592322 0.00669168 0.06112098 0.00000000 0.00000000 0.00000000
headTriangle12 0.01521653 0.00564677 0.02844282 0.00000000 0.00000000 0.00000000
headTriangle13 0.01414889 0.01604143 0.04452426 0.00000000 0.00000000 0.00000000
headTriangle15 0.00016782 0.00369135 0.09137146 0.00000000 0.00000000 0.00000000
headTriangle16 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTriangle17 0.00691380 -0.01154491 -0.01429007 0.00000000 0.00000000 0.00000000
headTriangle18 -0.00215167 -0.02829277 -0.01659800 0.00000000 0.00000000 0.00000000
headTriangle19 -0.00054516 -0.03864429 -0.03266747 0.00000000 0.00000000 0.00000000
headTriangle20 0.00570595 -0.03047704 -0.04864296 0.00000000 0.00000000 0.00000000
headTriangle21 -0.00240075 -0.03760246 -0.06434651 0.00000000 0.00000000 0.00000000
headTriangle22 -0.00419669 -0.02657836 -0.07998432 0.00000000 0.00000000 0.00000000
headTriangle23 0.00526478 -0.00990049 -0.08123379 0.00000000 0.00000000 0.00000000
headTriangle24 0.01742787 -0.00005772 -0.06110002 0.00000000 0.00000000 0.00000000
headTriangle28 0.01605933 -0.00309030 -0.02856208 0.00000000 0.00000000 0.00000000
headTriangle29 0.01564179 -0.01117824 -0.04570954 0.00000000 0.00000000 0.00000000
headTriangle31 -0.00020469 0.00324086 -0.09399445 0.00000000 0.00000000 0.00000000
headTaxel0_0 -0.00468745 -0.00100909 -0.00452830 0.00000000 0.00000000 0.00000000
headTaxel0_1 -0.00594725 -0.00688072 -0.00678581 0.00000000 0.00000000 0.00000000
headTaxel0_2 -0.00139442 -0.00595850 -0.00221357 0.00000000 0.00000000 0.00000000
headTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel0_4 0.00297070 -0.00524579 0.00250695 0.00000000 0.00000000 0.00000000
headTaxel0_5 0.00706820 -0.00436170 0.00742384 0.00000000 0.00000000 0.00000000
headTaxel0_7 0.00412195 0.00085564 0.00476056 0.00000000 0.00000000 0.00000000
headTaxel0_8 0.00096230 0.00601395 0.00252272 0.00000000 0.00000000 0.00000000
headTaxel0_9 -0.00282669 0.01098787 0.00048972 0.00000000 0.00000000 0.00000000
headTaxel0_11 -0.00379485 0.00496850 -0.00221200 0.00000000 0.00000000 0.00000000
headTaxel1_0 -0.00404770 0.00425911 -0.00283233 0.00000000 0.00000000 0.00000000
headTaxel1_1 -0.00700745 0.00266479 -0.00842940 0.00000000 0.00000000 0.00000000
headTaxel1_2 -0.00261165 -0.00128317 -0.00572432 0.00000000 0.00000000 0.00000000
headTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel1_4 0.00092325 -0.00576575 -0.00268570 0.00000000 0.00000000 0.00000000
headTaxel1_5 0.00405326 -0.01045014 0.00064745 0.00000000 0.00000000 0.00000000
headTaxel1_7 0.00352940 -0.00441438 0.00315839 0.00000000 0.00000000 0.00000000
headTaxel1_8 0.00241140 0.00132408 0.00589286 0.00000000 0.00000000 0.00000000
headTaxel1_9 0.00099548 0.00681795 0.00895026 0.00000000 0.00000000 0.00000000
headTaxel1_11 -0.00137769 0.00563695 0.00302098 0.00000000 0.00000000 0.00000000
headTaxel2_0 -0.00317028 -0.00180662 -0.00544958 0.00000000 0.00000000 0.00000000
headTaxel2_1 -0.00165196 -0.00725094 -0.00824827 0.00000000 0.00000000 0.00000000
headTaxel2_2 0.00144290 -0.00544939 -0.00297817 0.00000000 0.00000000 0.00000000
headTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
